id,eta_logka_SAEM,eta_logV1_SAEM,eta_logQ_SAEM,eta_logV2_SAEM,eta_logVm_SAEM,eta_logKm_SAEM,eta_logka_mean,eta_logV1_mean,eta_logQ_mean,eta_logV2_mean,eta_logVm_mean,eta_logKm_mean,eta_logka_mode,eta_logV1_mode,eta_logQ_mode,eta_logV2_mode,eta_logVm_mode,eta_logKm_mode,eta_logka_sd,eta_logV1_sd,eta_logQ_sd,eta_logV2_sd,eta_logVm_sd,eta_logKm_sd
11,-0.139546,-0.027766,0.0725938,0.0287549,-0.129516,-0.0686112,-0.147644,-0.088237,0.118962,0.139594,-0.161329,-0.139227,-0.147092,-0.0931325,0.120462,0.0755944,-0.122147,-0.172789,0.285886,0.158588,0.29138,0.269999,0.159385,0.456127
12,0.0892733,0.0563053,0.024203,0.127513,0.00148674,0.0570407,0.059026,0.0730494,-0.075641,0.0994609,0.0127673,0.0377784,0.0431917,0.0308874,-0.0102682,0.0929148,0.0515742,0.0226751,0.3073,0.151496,0.345991,0.352009,0.184446,0.423341
13,-0.0224899,0.256267,0.0623126,0.144953,0.196981,-0.2923,-0.0213564,0.239172,0.114634,0.188385,0.191257,-0.302541,0.000418317,0.251249,0.124908,0.155167,0.159836,-0.354765,0.233725,0.121174,0.347236,0.259926,0.183105,0.218789
14,0.252876,-0.364654,0.0123502,-0.125127,-0.0229138,0.0919403,0.394661,-0.365677,0.0668917,-0.0758963,-0.0606269,0.0913396,0.358197,-0.382246,0.0401478,-0.0363205,-0.0486672,0.0804438,0.266952,0.135828,0.343114,0.262358,0.172874,0.525747
15,-0.0276197,0.343975,-0.0363924,0.237614,-0.124536,0.0958129,-0.133479,0.347258,-0.00293077,0.0953834,-0.0406669,0.156412,-0.10294,0.333164,-0.0223393,0.157826,-0.024009,0.167034,0.312041,0.11869,0.325337,0.327579,0.202441,0.352751
16,0.066392,0.0295915,0.101443,-0.150446,-0.127877,0.403716,0.126424,0.0468426,0.0298534,-0.163893,-0.164209,0.353846,0.119071,0.0340841,0.0716829,-0.125558,-0.145271,0.314531,0.318183,0.125538,0.345663,0.268078,0.205769,0.614615
17,-0.35453,-0.31562,-0.188497,-0.184233,-0.217526,-0.0106273,-0.39983,-0.36441,-0.121296,-0.14673,-0.168931,0.0207091,-0.415508,-0.38822,-0.130669,-0.162699,-0.120848,0.0524362,0.304179,0.14913,0.327134,0.267927,0.185968,0.524606
18,-0.167941,0.281073,0.177516,0.207723,0.0718038,-0.48161,-0.148908,0.277459,0.175922,0.22725,0.0174245,-0.556628,-0.195676,0.246809,0.202572,0.244274,0.0874443,-0.471023,0.258778,0.133257,0.324089,0.318991,0.271493,0.344781
19,-0.150586,-0.806709,-0.146675,-0.557341,-0.171552,0.664687,-0.0693342,-0.810885,-0.274809,-0.548614,-0.185317,0.510066,-0.077264,-0.804646,-0.302066,-0.544463,-0.158057,0.577191,0.29128,0.123311,0.397376,0.23577,0.207476,0.496576
20,0.285459,-0.350592,0.00477531,0.106438,-0.0221191,0.0683669,0.331934,-0.322786,0.0268407,0.0542863,-0.0958599,-0.0661186,0.335521,-0.36109,0.0138116,0.0669283,-0.102323,-0.107987,0.23496,0.136792,0.31016,0.264122,0.160189,0.283405
21,0.117338,-0.0641025,0.31825,0.241436,0.488789,-1.15522,0.0670263,-0.110329,0.192795,0.106182,0.612168,-0.938923,0.0876948,-0.0858904,0.251023,0.137571,0.520138,-1.08826,0.187342,0.107178,0.28596,0.132902,0.103709,0.152697
22,-0.0246981,0.137109,0.0546266,0.0821442,0.117467,-0.109626,-0.0566148,0.132929,0.0391378,0.120062,0.0708914,-0.169326,-0.061601,0.124075,0.0136783,0.0484051,0.11492,-0.187519,0.311516,0.148939,0.339787,0.331681,0.15326,0.340187
23,0.182514,-0.0604754,0.103464,0.505708,0.36812,-0.58248,0.255996,-0.0193557,0.109719,0.516461,0.117227,-0.900678,0.189373,-0.0669062,0.146644,0.490376,0.248121,-0.737576,0.211524,0.104151,0.2223,0.178061,0.166057,0.210634
24,0.0633703,0.115279,-0.0517418,0.0292823,0.0166525,0.245896,0.121672,0.104111,-0.115014,0.120178,-0.00994998,0.262679,0.122281,0.0769629,-0.158129,0.229822,0.000339103,0.275947,0.331146,0.120974,0.336037,0.300882,0.196127,0.5149
25,0.290507,-0.0865781,0.119561,0.42861,-0.0790871,0.492746,0.254852,-0.121258,0.203335,0.429687,-0.198654,0.315414,0.252033,-0.143798,0.237434,0.475629,-0.106081,0.426466,0.251509,0.161944,0.283159,0.297926,0.190274,0.30528
26,-0.134329,-0.37371,-0.0831277,-0.419586,-0.192278,0.616272,-0.083888,-0.372565,-0.204114,-0.448706,-0.177377,0.528726,-0.104201,-0.367071,-0.141639,-0.473979,-0.121863,0.612787,0.345611,0.117347,0.39735,0.273659,0.207118,0.507722
27,-0.296523,-0.00113077,-0.00392751,0.0017436,-0.0811432,0.410084,-0.302389,0.0196038,-0.0930499,-0.0767891,-0.0562781,0.220751,-0.302033,0.00378001,-0.114061,-0.0409806,-0.0444992,0.176243,0.296617,0.127132,0.327964,0.27095,0.192631,0.54155
28,0.00495276,-0.101991,0.0856674,-0.0848162,-0.0166084,-0.325993,0.0297516,-0.0779104,-0.000634726,-0.0561795,0.0250576,-0.243094,0.0184415,-0.0876236,0.0514964,-0.105685,0.0343444,-0.254538,0.24127,0.125916,0.354505,0.290182,0.159595,0.209421
29,-0.236496,0.386449,0.118346,0.198765,0.136183,-0.561029,-0.10729,0.464862,0.0939811,0.075801,0.156464,-0.545118,-0.174507,0.43586,0.069556,0.0971713,0.0465743,-0.691262,0.260423,0.121757,0.346497,0.296897,0.145661,0.185462
30,-0.293504,0.212236,-0.0590833,0.00880357,-0.0704891,0.165963,-0.208993,0.234533,-0.100635,0.049051,-0.0997751,0.164319,-0.234241,0.217596,-0.100537,0.0677244,-0.0326672,0.214507,0.33857,0.117867,0.331921,0.323051,0.186967,0.402469
31,-0.400194,0.150209,-0.0967089,-0.103026,-0.182084,0.27749,-0.452069,0.0942669,-0.0660725,0.0385279,-0.103184,0.423918,-0.403007,0.114975,-0.110094,-0.0150094,-0.0904729,0.370526,0.344029,0.136575,0.335425,0.304273,0.190715,0.425429
32,0.112285,-0.058815,-0.0149369,-0.0308793,0.256695,-0.679277,0.100036,-0.0643599,0.183397,-0.0196766,0.213966,-0.757204,0.0600623,-0.097,0.230962,-0.0220321,0.27983,-0.655102,0.2185,0.107723,0.34861,0.198211,0.132893,0.216196
33,0.191779,-0.040921,-0.0422615,-0.0222819,-0.0310625,-0.163346,0.147366,-0.0692388,0.00372501,-0.016515,-0.0153991,-0.142454,0.11989,-0.0775074,0.0134574,-0.0745932,-0.0187051,-0.16728,0.284329,0.13235,0.32538,0.270297,0.189075,0.253995
34,0.360877,0.260072,-0.146436,0.0236177,0.0199605,-0.036264,0.338981,0.237869,-0.155247,0.0988944,0.0484487,0.0313442,0.329974,0.228913,-0.181913,0.0638225,0.0743225,0.031002,0.260518,0.113074,0.34111,0.347598,0.180555,0.297667
35,-0.175008,-0.183515,-0.0373662,-0.225266,0.20389,-0.0651065,-0.137193,-0.16804,-0.0958827,-0.203031,0.132553,-0.169064,-0.16946,-0.190352,-0.0161841,-0.277035,0.0874411,-0.270178,0.249827,0.115019,0.369901,0.323932,0.191764,0.291098
36,-0.0982026,0.0670387,-0.262991,-0.0814594,-0.100392,-1.10929,-0.167795,0.0274996,-0.136861,-0.0804345,0.0506007,-0.90184,-0.182535,0.0202631,-0.17373,-0.119586,0.0441916,-0.910707,0.210167,0.116877,0.331612,0.228945,0.179674,0.236935
37,0.13195,-0.200858,-0.141888,-0.163079,-0.143462,0.612248,0.121775,-0.230511,-0.0360161,-0.204809,-0.137462,0.523641,0.118284,-0.237511,0.00531985,-0.17813,-0.120417,0.528935,0.297842,0.117739,0.356557,0.291345,0.181878,0.441794
38,-0.234021,0.529806,-0.00395728,0.219792,0.0270022,-0.0304568,-0.334027,0.529194,-0.0123069,0.213903,0.0608154,0.0807486,-0.378347,0.477794,-0.00825784,0.22368,0.0395849,-0.105961,0.299211,0.136969,0.30929,0.319668,0.154553,0.344357
39,-0.268431,-0.0283314,0.0869234,-0.0463781,-0.11099,0.0836525,-0.17702,0.00653889,0.0360269,-0.0863981,-0.101265,0.173072,-0.20464,-0.026661,0.0129226,-0.0138299,-0.0969,0.0790393,0.264541,0.116641,0.305098,0.247997,0.172826,0.547359
40,-0.0451463,-0.241598,0.0413155,-0.27554,-0.188676,0.0432309,0.0138649,-0.243134,0.117213,-0.295668,-0.158969,0.0778593,0.0205246,-0.246993,0.0831324,-0.274046,-0.138437,0.0606661,0.294706,0.124766,0.350051,0.244132,0.184724,0.541588
41,-0.245247,0.0293227,-0.110185,-0.196056,-0.0804923,0.357725,-0.157495,0.048618,-0.0893549,-0.163112,-0.0285574,0.448228,-0.160713,0.0424158,-0.0294892,-0.26438,-0.0123213,0.413478,0.30722,0.127765,0.412197,0.346866,0.204485,0.281977
42,0.255456,0.120767,0.131179,0.0672062,-0.185476,0.535408,0.226564,0.116332,0.154269,0.0262005,-0.179606,0.469413,0.27618,0.104735,0.153454,0.0522662,-0.178771,0.390383,0.310436,0.138647,0.329011,0.295199,0.184706,0.532561
43,-0.241952,0.113344,-0.0555731,0.0906554,0.106733,-0.00840507,-0.209793,0.0820508,-0.000935675,0.129254,0.0686814,-0.056428,-0.229926,0.0792809,-0.0400351,0.0607945,0.0526233,-0.123499,0.291038,0.137434,0.296791,0.357992,0.164764,0.264398
44,-0.155652,-0.794597,-0.00736277,-0.431212,-0.202048,0.0715554,-0.0913262,-0.709599,-0.00941028,-0.516959,-0.241646,0.13969,-0.101197,-0.724569,-0.0511915,-0.449779,-0.243539,0.148001,0.314522,0.134873,0.329341,0.260423,0.200002,0.634886
45,-0.259591,-0.010217,-0.140416,-0.300256,-0.109231,0.318046,-0.34711,-0.0255348,-0.148966,-0.202147,-0.131059,0.41705,-0.306548,-0.0292929,-0.246125,-0.154849,-0.107354,0.406339,0.35346,0.117178,0.359783,0.288471,0.184591,0.489942
46,0.108706,0.0436872,-0.0691789,-0.127386,-0.150914,0.536541,0.117502,0.0327178,-0.0302832,-0.084556,-0.161289,0.578444,0.119798,0.0254678,-0.107198,-0.0380423,-0.162677,0.521942,0.362206,0.141109,0.331636,0.312436,0.192384,0.46775
47,0.118684,-0.43889,-0.10106,-0.159437,-0.204892,0.980426,0.088118,-0.450115,-0.0346452,-0.243119,-0.145973,0.989336,0.127182,-0.442496,-0.0569856,-0.277333,-0.167553,0.879441,0.276165,0.134715,0.378299,0.2969,0.176597,0.30797
48,0.170516,-0.0023342,0.181738,0.34824,0.0491896,0.00305615,0.16906,0.00286408,0.12443,0.340406,0.0307961,-0.00596128,0.168626,0.0103143,0.136861,0.275214,-0.0299867,-0.118825,0.266957,0.139322,0.29264,0.321316,0.163688,0.208059
49,0.0933974,-0.0959643,-0.284065,0.158051,0.0146869,0.44355,0.117935,-0.084241,-0.158034,0.00815562,0.0657103,0.449389,0.136374,-0.0613315,-0.372666,0.0903705,0.0219358,0.408573,0.319784,0.126931,0.374618,0.332968,0.222739,0.48373
50,0.20412,-0.0972858,0.107532,-0.00935062,-0.17936,0.301578,0.200441,-0.121168,0.101063,-0.0655039,-0.163603,0.172571,0.161625,-0.137664,0.0744796,-0.0747602,-0.165818,0.0564192,0.286735,0.1385,0.310101,0.258727,0.158483,0.434863
51,-0.290514,-0.113255,0.36882,-0.132177,0.381321,-0.727277,-0.170385,-0.00471874,0.259861,-0.191902,0.163887,-1.08967,-0.194701,-0.0197618,0.285894,-0.184169,0.165129,-1.08803,0.199149,0.108873,0.314637,0.213666,0.0992185,0.182578
52,-0.161987,-0.0685754,-0.0619815,-0.28713,-0.165893,0.265488,-0.208203,-0.134299,-0.0294557,-0.212755,-0.112859,0.227547,-0.238382,-0.138295,-0.0459304,-0.141674,-0.139164,0.177976,0.318996,0.153736,0.344694,0.285735,0.168231,0.543743
53,0.158013,0.220963,0.000568991,0.00235696,-0.0228376,0.0136315,0.174566,0.192217,0.0590617,0.0504036,-0.0223762,0.0267019,0.158576,0.179329,0.00645926,0.0815886,-0.00175419,0.0280034,0.315529,0.141723,0.334028,0.295648,0.189264,0.410286
54,-0.0161736,-0.426363,-0.231668,-0.042406,0.040001,-0.0259003,-0.00478021,-0.433437,-0.240982,-0.00490268,-0.00545691,-0.0784641,-0.0798723,-0.461707,-0.230299,-0.0617258,0.0433351,-0.0296448,0.25288,0.126265,0.325818,0.248877,0.213279,0.272789
55,-0.252739,0.120278,0.048043,0.135158,-0.0266573,-0.15926,-0.260491,0.126995,-0.0202703,0.0453877,-0.0369404,-0.194444,-0.318365,0.101509,0.0265048,-0.0328191,0.000639271,-0.184689,0.314073,0.12565,0.334136,0.331219,0.172927,0.30181
56,0.337695,-0.0766806,0.0295094,0.120816,-0.0765472,-0.764872,0.350254,-0.0672662,-0.0415687,0.0681394,0.109426,-0.516403,0.345673,-0.0774213,-0.0514839,0.0433895,0.123508,-0.503772,0.230676,0.114541,0.360825,0.227718,0.223933,0.295188
57,-0.275884,0.12685,-0.0786175,0.292281,0.17965,-0.224763,-0.288338,0.106228,0.0156569,0.318027,-0.031232,-0.495522,-0.276481,0.0883354,0.0279493,0.340753,0.0442878,-0.401507,0.241116,0.130242,0.281588,0.287002,0.243875,0.31545
58,0.00129452,0.69312,-0.00504958,0.0679631,0.0755071,-0.871504,-0.0306793,0.700199,0.0432297,0.0124443,0.204334,-0.659941,-0.0550403,0.678767,0.0474011,-0.00920244,0.168962,-0.736182,0.324827,0.111913,0.341945,0.352171,0.148206,0.239969
59,-0.122152,-0.312323,0.0552496,0.357017,0.0987942,-0.428455,-0.1217,-0.265718,0.0475284,0.233102,0.104615,-0.473565,-0.149522,-0.297501,0.061704,0.277119,0.095912,-0.499197,0.24529,0.147858,0.26337,0.285393,0.127961,0.388035
60,0.310423,0.188968,0.164244,0.193325,-0.0218062,0.047812,0.364024,0.202027,0.129516,0.117765,-0.0607129,-0.0314836,0.313957,0.163281,0.118991,0.112464,-0.0726394,-0.111409,0.307161,0.130528,0.336251,0.357484,0.18996,0.327186
61,-0.2706,-0.15103,0.00158555,-0.0822309,0.037085,-0.139075,-0.266301,-0.13397,-0.0866744,-0.0669964,0.0190352,-0.142123,-0.318645,-0.16793,-0.0290379,-0.0803173,3.00267e-5,-0.185769,0.296829,0.132248,0.350443,0.29211,0.174974,0.233428
62,-0.0459887,0.502853,-0.0142708,0.4025,0.184082,-0.257428,0.00363487,0.488161,-0.000108516,0.404103,0.179438,-0.298611,0.0205577,0.472812,-0.0349395,0.430156,0.207754,-0.273578,0.302569,0.128097,0.324069,0.385531,0.180646,0.350345
63,-0.248815,-0.299602,-0.0999385,0.154603,-0.0330616,-0.0433247,-0.221979,-0.236431,-0.111317,0.00101537,0.0102438,-0.0174169,-0.264912,-0.282489,-0.108589,0.0296398,0.0574084,-0.0563359,0.27824,0.143522,0.30532,0.284027,0.176803,0.510543
64,-0.215956,-0.0133048,0.0434502,-0.248139,-0.184201,0.371595,-0.192887,0.00119474,0.0283867,-0.366782,-0.179535,0.215849,-0.199976,-0.00945924,0.0398842,-0.287979,-0.188783,0.195758,0.359281,0.107897,0.333835,0.241904,0.173,0.515559
65,-0.21602,-0.0660853,-0.0948281,-0.027492,0.0396749,-0.0280475,-0.226308,-0.0421698,-0.0913324,-0.00759546,-0.0072668,0.0446052,-0.24252,-0.0545453,-0.130303,0.0515821,0.0125283,0.00523464,0.312491,0.143863,0.307309,0.320365,0.181881,0.48885
66,-0.22358,-0.121408,-0.0727155,0.277048,-0.0383581,-0.670547,-0.0889404,-0.0525239,-0.122374,0.205257,0.124083,-0.474841,-0.12818,-0.0726466,-0.10851,0.180441,0.0660474,-0.556194,0.219365,0.105233,0.279269,0.221209,0.189234,0.241538
67,-0.328069,-0.0483333,-0.101688,-0.0836694,-0.0568283,0.177225,-0.304422,-0.0267767,-0.00240493,-0.0627447,-0.0810541,0.297973,-0.283024,-0.0175677,-0.0963133,-0.0906718,-0.0676493,0.173635,0.344119,0.151278,0.375066,0.273388,0.163295,0.487798
68,0.885447,-0.0366085,0.0736826,-0.145115,0.229652,-0.0507085,0.841178,-0.0380697,-0.123528,0.0519017,0.236745,0.0159899,0.800493,-0.0508655,-0.0945213,-0.0535405,0.201681,-0.0760607,0.231667,0.105233,0.37615,0.333782,0.180117,0.285631
69,0.266337,0.084843,0.113619,0.206362,0.108823,-0.265562,0.245833,0.0793481,0.139586,0.18766,0.0507192,-0.359034,0.237096,0.0456457,0.150452,0.222542,0.0932796,-0.306694,0.269276,0.121682,0.337669,0.287208,0.15588,0.2455
70,-0.0250242,0.285896,0.00945732,0.0430785,0.0232031,-0.00510867,-0.00379572,0.3151,-0.00118931,-0.0632104,0.00750972,-0.0388705,0.002208,0.309572,-0.03173,0.00651783,0.0402016,0.00673867,0.415987,0.143034,0.339086,0.366647,0.175257,0.403254
71,-0.509669,0.225753,-0.13955,0.0572605,-0.0245274,0.448342,-0.473116,0.159895,-0.101753,0.0768136,-0.0472264,0.284059,-0.505725,0.164335,-0.160016,0.0379004,-0.00610503,0.288591,0.367749,0.138646,0.337528,0.342555,0.157036,0.377333
72,0.0573241,-0.788943,-0.181635,-0.382509,0.121487,-0.236524,-0.00185183,-0.78795,-0.149974,-0.384515,0.0075179,-0.383282,-0.00107378,-0.790431,-0.151214,-0.41767,0.0542388,-0.323533,0.183556,0.108719,0.29337,0.156685,0.167078,0.221916
73,-0.265105,-0.171213,-0.114108,-0.217666,-0.194168,0.47307,-0.258631,-0.111864,-0.0435042,-0.345999,-0.203918,0.510286,-0.230001,-0.131837,-0.078545,-0.290805,-0.173971,0.463806,0.335063,0.123521,0.354108,0.28097,0.188561,0.523616
74,0.208897,-0.435829,-0.0358853,-0.104244,0.327113,0.13183,0.231455,-0.429019,0.00304294,-0.0905501,0.128678,-0.119228,0.217063,-0.433203,0.0701516,-0.127889,0.0829346,-0.187132,0.195569,0.103083,0.333536,0.206433,0.205577,0.258136
75,-0.180956,-0.0947519,-0.33042,-0.144103,-0.225555,0.432158,-0.17673,-0.0688,-0.40637,-0.0171397,-0.112547,0.694627,-0.18017,-0.101336,-0.509467,0.1252,-0.0883069,0.728358,0.332723,0.111472,0.316706,0.383483,0.191425,0.302146
76,0.0205822,-0.0900185,-0.129397,-0.249196,-0.199303,0.751165,-0.044338,-0.113911,-0.0740784,-0.223044,-0.134956,0.843152,-0.0189148,-0.0880199,-0.0977546,-0.27995,-0.147023,0.763011,0.328048,0.119551,0.397002,0.279446,0.204632,0.372007
77,0.285093,-0.0941155,-0.0113169,-0.248152,0.179672,-0.860291,0.260461,-0.105914,0.00352849,-0.291738,0.307535,-0.647908,0.239144,-0.110015,0.0823136,-0.288012,0.229242,-0.777484,0.202879,0.100558,0.363587,0.202537,0.137351,0.21159
78,0.0619387,0.105916,0.0938875,-0.000885353,-0.100467,-0.272395,-0.0434655,0.0788388,0.100614,0.0339354,-0.027161,-0.165813,-0.0421461,0.0669962,0.108473,0.0113904,0.0179734,-0.130565,0.273459,0.127218,0.370387,0.313936,0.170582,0.219341
79,-0.0149013,0.254742,-0.0363037,0.155798,0.131473,-0.275839,0.0634283,0.277728,-0.0299807,0.138408,0.168471,-0.118257,0.0971154,0.273804,-0.116419,0.169857,0.200502,-0.117788,0.29597,0.133152,0.354383,0.360651,0.193545,0.502898
80,-0.258113,0.36094,-0.23987,0.245661,0.0989298,0.192635,-0.293739,0.286346,-0.155741,0.0798556,0.115584,-0.00788564,-0.270908,0.283311,-0.246978,0.108515,0.131275,-0.00542747,0.388343,0.135482,0.338852,0.369996,0.179188,0.367716
81,-0.146613,-0.116141,-0.279041,0.157953,-0.0406911,0.215925,-0.180247,-0.132919,-0.250525,0.073282,0.0170115,0.148026,-0.190801,-0.16298,-0.283681,0.1521,0.0444986,0.201097,0.317253,0.13112,0.337072,0.303031,0.212582,0.489721
82,-0.167887,0.0406215,-0.0229164,-0.138223,-0.0841589,-0.560596,-0.208943,0.0336142,-0.0117273,-0.156991,-0.0409989,-0.477373,-0.256334,-0.0108609,-0.0054409,-0.110167,-0.0355723,-0.474528,0.261303,0.125834,0.311623,0.321774,0.165717,0.318471
83,0.0432238,-0.181892,-0.290208,-0.0673976,0.040918,0.664422,-0.0523266,-0.215582,-0.202979,-0.240483,0.0917395,0.573857,-0.0872429,-0.262306,-0.0227055,-0.451665,0.128311,0.383257,0.314885,0.132529,0.426457,0.358544,0.219561,0.382925
84,0.131795,-0.0115017,0.0999724,0.0139866,0.182941,-0.247078,0.240241,-0.000641648,0.0848847,0.0808752,0.128499,-0.315855,0.237414,-0.00199926,0.0843425,0.0187548,0.0635108,-0.440396,0.251669,0.11371,0.351954,0.239675,0.199534,0.325236
85,0.439791,0.443484,0.0336294,0.244055,-0.0881964,-0.0868996,0.440898,0.473826,0.0708355,0.172421,0.0798689,0.139314,0.46071,0.454197,0.100364,0.150057,-0.00343341,-0.00730173,0.321481,0.132405,0.329373,0.330766,0.167938,0.215134
86,0.25789,0.120422,0.0196096,0.115631,0.0612341,0.0198843,0.21521,0.0988867,0.0413619,0.157203,0.0364481,-0.0239449,0.261318,0.0758717,0.0208371,0.203831,0.0732078,-0.0846553,0.29301,0.154096,0.337468,0.327317,0.192802,0.466285
87,-0.393446,0.146564,-0.143752,0.0846239,-0.110485,0.661762,-0.380676,0.102044,-0.0494813,0.15375,-0.163555,0.627734,-0.433642,0.10479,-0.0471914,0.0813842,-0.122796,0.597208,0.361793,0.13841,0.305981,0.343268,0.251325,0.328975
88,0.210874,0.164071,0.00796326,0.0870128,0.14944,-0.381988,0.239104,0.174196,0.00751733,0.0226228,0.2367,-0.248265,0.237842,0.164909,0.0176586,-0.0762505,0.228391,-0.351093,0.32467,0.116802,0.341801,0.347567,0.134563,0.332697
89,-0.318542,0.5337,0.0104557,0.275233,0.0424008,-0.350604,-0.263682,0.540471,0.0543492,0.163909,0.167443,-0.186963,-0.294531,0.525505,0.0379704,0.15082,0.0966855,-0.321575,0.311384,0.122037,0.32525,0.335395,0.158605,0.265847
90,0.305643,-0.15796,-0.159625,0.0511276,0.00258859,0.308314,0.291494,-0.167544,-0.135754,0.0301546,-0.0575381,0.158887,0.278168,-0.195881,-0.0707523,-0.0359777,0.0400712,0.239207,0.28511,0.129973,0.341516,0.302142,0.146359,0.396517
91,0.105536,0.357098,0.0337185,-0.351058,0.239007,-0.501675,0.0312821,0.330122,0.00566134,-0.279231,0.273416,-0.441582,0.0313889,0.337077,0.0921693,-0.345799,0.251803,-0.484591,0.269809,0.104739,0.42624,0.307961,0.185293,0.228651
92,-0.503174,0.233315,-0.133332,0.00789052,-0.0439434,0.0421195,-0.416562,0.263476,-0.0846956,-0.0700115,0.0224538,0.190946,-0.432739,0.239918,-0.147725,0.0687329,0.00507957,0.115132,0.323637,0.126918,0.345984,0.365636,0.208628,0.466546
93,-0.183591,0.244365,-0.0725921,-0.228839,0.260008,-0.223834,-0.150894,0.222876,-0.00372235,-0.138971,0.261593,-0.209586,-0.160524,0.228009,0.0389843,-0.27957,0.217935,-0.304523,0.306931,0.112852,0.429287,0.288972,0.171294,0.258179
94,0.0875554,-0.053357,0.0507985,-0.198451,-0.229852,0.712264,0.0051292,-0.100185,0.0643627,-0.232248,-0.243327,0.559484,-0.00587176,-0.125953,0.0553768,-0.19348,-0.214052,0.517229,0.355718,0.137774,0.331392,0.285174,0.164845,0.467698
95,0.74142,-0.502906,0.0695468,-0.27847,-0.0579137,-0.346708,0.763179,-0.505564,0.113739,-0.286443,0.123207,-0.112365,0.706246,-0.53026,0.154067,-0.274736,-0.00475678,-0.284591,0.246879,0.100254,0.348726,0.214507,0.168338,0.220298
96,-0.0853258,0.177851,-0.228093,0.11678,-0.0555167,0.469987,-0.157584,0.188388,-0.225652,0.00709573,-0.056479,0.370786,-0.166629,0.16363,-0.303213,0.156319,-0.0397063,0.433535,0.351607,0.120973,0.326427,0.33065,0.19892,0.46591
97,0.261258,-0.249402,-0.00978581,0.343809,0.0969551,-0.0344211,0.239765,-0.251655,0.00419426,0.268777,0.122202,-0.18665,0.217367,-0.307403,-0.0138073,0.368598,0.142253,-0.163579,0.28841,0.140789,0.272479,0.316606,0.183473,0.459493
98,0.492632,0.30299,-0.0449682,-0.0641535,-0.0202051,-0.0635421,0.425787,0.287903,0.0213707,-0.03084,-0.00108639,-0.0260469,0.4545,0.287528,0.0514588,-0.0763784,0.0387509,-0.005006,0.329671,0.119222,0.380093,0.352859,0.171177,0.289702
