id,eta_logka_SAEM,eta_logV1_SAEM,eta_logQ_SAEM,eta_logV2_SAEM,eta_logVm_SAEM,eta_logKm_SAEM,eta_logka_mean,eta_logV1_mean,eta_logQ_mean,eta_logV2_mean,eta_logVm_mean,eta_logKm_mean,eta_logka_mode,eta_logV1_mode,eta_logQ_mode,eta_logV2_mode,eta_logVm_mode,eta_logKm_mode,eta_logka_sd,eta_logV1_sd,eta_logQ_sd,eta_logV2_sd,eta_logVm_sd,eta_logKm_sd
14,0.257142,-0.535471,-0.18094,0.17628,0.0903673,-0.0711712,0.245114,-0.552387,-0.110278,0.192131,0.0704503,-0.11472,0.250044,-0.53484,-0.161301,0.156173,0.118667,-0.0726424,0.148814,0.0802628,0.204436,0.131547,0.127271,0.279057
15,-0.128155,-0.0871438,0.205649,0.64936,-0.208986,0.127506,-0.12213,-0.0898599,0.207677,0.537326,-0.201731,0.0283609,-0.12829,-0.0740618,0.144608,0.531692,-0.192946,0.0369976,0.152897,0.102496,0.217041,0.167786,0.110514,0.202701
16,-0.156972,0.17789,0.315829,-0.194274,-0.0997377,-0.0808166,-0.0710713,0.238042,0.122219,-0.230198,-0.166406,-0.122605,-0.142005,0.210529,0.255448,-0.224802,-0.0949299,-0.100757,0.16831,0.0991007,0.448043,0.166095,0.170206,0.2825
17,-0.364793,-0.291423,-0.127125,-0.329912,-0.0430131,-0.058844,-0.465734,-0.374098,0.0210532,-0.178472,-0.109431,-0.198819,-0.45602,-0.354872,-0.00997279,-0.289888,-0.0378998,-0.12415,0.157204,0.104732,0.279263,0.148165,0.110987,0.240235
18,-0.249066,0.208792,0.163869,0.304658,-0.0278984,-0.209185,-0.214534,0.226635,0.0789174,0.287079,0.0344486,-0.116683,-0.235009,0.218995,0.143066,0.285089,-0.0274216,-0.21983,0.153902,0.101637,0.280535,0.183426,0.129656,0.184586
19,-0.147663,-0.746635,-0.0174334,-0.274735,-0.470789,0.106892,-0.153963,-0.732339,-0.0618991,-0.32565,-0.405699,0.130098,-0.16124,-0.730916,-0.0464875,-0.315277,-0.398604,0.105727,0.162548,0.120269,0.2892,0.132039,0.145171,0.28337
20,0.0799221,-0.264753,0.0882674,-0.145045,-0.00476392,0.31184,0.0877243,-0.292344,0.157467,-0.133801,0.00960241,0.322476,0.0447068,-0.298815,0.173293,-0.141437,0.00075597,0.285172,0.159011,0.107311,0.273859,0.164041,0.0735477,0.122301
21,-0.0541434,-0.13375,0.2058,0.319211,0.671018,-0.555485,-0.00375407,-0.0898405,0.0698355,0.249186,0.672345,-0.541073,0.0211732,-0.0694842,0.0419224,0.230317,0.664451,-0.555756,0.139449,0.0909451,0.210184,0.102826,0.0760621,0.120765
22,-0.0342498,0.283083,-0.00211638,-0.0203375,0.195138,0.163245,-0.0189955,0.298681,-0.0130987,-0.133673,0.222027,0.161201,-0.0505669,0.299163,-0.192322,-0.0802895,0.209122,0.141345,0.153891,0.084638,0.433159,0.233361,0.144266,0.225699
23,0.158899,-0.110046,-0.140321,0.458248,0.183224,-0.390235,0.113173,-0.121164,-0.0952933,0.457651,0.152263,-0.442366,0.103606,-0.135706,-0.159818,0.439365,0.28262,-0.255769,0.15856,0.0872823,0.178763,0.108254,0.100373,0.144907
24,-0.057219,0.0944088,-0.0891332,0.107905,0.156192,-0.0410257,-0.0264392,0.12542,-0.197184,0.100178,0.131486,-0.0984909,-0.084755,0.083669,-0.0391064,0.0676799,0.211556,-0.0344502,0.183155,0.0903503,0.347303,0.188943,0.141159,0.25295
25,0.217686,0.014099,0.0436514,0.194008,-0.337565,0.175561,0.158106,-0.00495684,0.0106169,0.245011,-0.433237,0.0280064,0.129448,-0.0274254,0.107997,0.231144,-0.334173,0.151878,0.168066,0.102983,0.255725,0.208958,0.120739,0.19082
26,0.262812,-0.435298,-0.158771,-0.212125,-0.0587799,-0.0602912,0.299726,-0.401671,-0.236467,-0.212951,-0.0961346,-0.0649118,0.282195,-0.392221,-0.322671,-0.25425,-0.0445272,-0.0605434,0.178078,0.0918681,0.365528,0.152759,0.178644,0.307364
27,-0.109987,0.225737,0.202562,0.00180203,-0.173961,0.10346,-0.09078,0.244424,0.138427,-0.043485,-0.194228,0.0399569,-0.100684,0.243661,0.158327,-0.0401712,-0.157944,0.020771,0.15533,0.0959325,0.393362,0.170789,0.217085,0.322635
28,-0.193445,-0.158523,-0.0329918,-0.185634,-0.19771,-0.202592,-0.118833,-0.113418,-0.284501,-0.141522,-0.00516521,0.115592,-0.184518,-0.143328,-0.0889136,-0.184926,-0.158551,-0.137729,0.139171,0.0938114,0.437038,0.171228,0.103509,0.154165
29,-0.299826,0.21253,0.241255,0.193397,0.154499,-0.086651,-0.240974,0.261837,0.132739,0.161862,0.119687,-0.135295,-0.282004,0.240664,0.193747,0.164274,0.116976,-0.148433,0.143529,0.0965414,0.330911,0.13702,0.0934405,0.135831
30,-0.187218,0.272194,0.0700492,0.175471,-0.120604,0.126799,-0.162962,0.283736,0.0305575,0.201874,-0.154794,0.105041,-0.204819,0.267443,0.0563692,0.171852,-0.0995834,0.11727,0.157701,0.0862997,0.308115,0.184574,0.12727,0.215191
31,-0.399099,0.210437,-0.00472071,0.0511116,-0.273206,-0.0184427,-0.475015,0.153415,0.0972568,0.0968401,-0.221799,0.0390696,-0.449072,0.186791,0.0313466,0.0518456,-0.222136,-0.0111819,0.146123,0.0993458,0.298369,0.197255,0.148066,0.23463
32,-0.308285,-0.210417,0.210215,-0.0182728,0.39449,-0.15704,-0.268227,-0.189963,0.226695,-0.0302502,0.391559,-0.163185,-0.300727,-0.209242,0.301979,0.00182481,0.37447,-0.200922,0.163101,0.10151,0.225113,0.129599,0.09203,0.161855
33,-0.196745,-0.0279328,-0.0520395,-0.167477,0.0098783,0.329559,-0.207797,-0.0428041,-0.0287664,-0.143698,-0.0638612,0.221995,-0.214749,-0.0334965,-0.00468765,-0.20229,-0.0474157,0.228025,0.147028,0.0973847,0.391473,0.171713,0.114771,0.162653
34,0.45499,0.426588,0.0265591,-0.0722209,-0.0429701,0.227404,0.442202,0.414686,0.0165228,-0.116914,0.0280257,0.317801,0.382255,0.380008,0.296791,-0.197782,0.0801567,0.3221,0.168994,0.0946339,0.561384,0.222355,0.1419,0.219954
35,0.331207,-0.192071,0.246994,0.028016,0.14413,0.0952239,0.382845,-0.131562,0.0734083,-0.0903211,0.152689,0.103177,0.358857,-0.144027,0.146316,-0.0626024,0.124384,0.03543,0.188184,0.116144,0.380428,0.171439,0.0802178,0.131687
36,0.0641373,0.093088,-0.789452,-0.130977,0.160272,-0.293182,0.0673264,0.0969021,-0.745591,-0.184755,0.21908,-0.21657,0.0454353,0.088897,-0.759876,-0.187785,0.160999,-0.304593,0.130858,0.0695272,0.27606,0.17159,0.106305,0.158559
37,-0.11351,-0.396828,-0.280066,-0.0729514,-0.188187,-0.166126,-0.0896062,-0.381708,-0.372536,-0.060464,-0.210551,-0.176036,-0.145587,-0.411734,-0.234861,-0.133481,-0.136323,-0.143408,0.177539,0.103295,0.291554,0.144878,0.108504,0.22689
38,-0.385059,0.443349,-0.375946,0.129799,0.0902883,-0.332471,-0.471745,0.388376,-0.328328,0.220446,0.0907864,-0.316512,-0.476894,0.399326,-0.389437,0.188613,0.0936906,-0.358242,0.148814,0.0968723,0.295692,0.232352,0.111184,0.211123
39,0.0280933,-0.00991558,0.139601,-0.0466386,0.142532,-0.164279,0.104015,0.0347464,0.106227,-0.000529713,0.0642324,-0.243921,0.0617536,0.0178612,0.0586668,-0.0104372,0.117767,-0.223098,0.146473,0.0892978,0.308445,0.173299,0.129741,0.255397
40,-0.0645438,-0.282012,-0.0273592,-0.351905,0.174601,-0.123699,-0.0349756,-0.271428,-0.101444,-0.244149,0.0890491,-0.175524,-0.0068252,-0.231536,-0.347216,-0.340479,0.139508,-0.161181,0.163845,0.104421,0.5447,0.147953,0.132365,0.273877
41,0.0267514,-0.0770875,0.388246,0.100866,-0.357881,0.38627,0.0407829,-0.0728853,0.371251,0.115892,-0.298308,0.479157,0.0420757,-0.0540162,0.377384,0.0723826,-0.312972,0.424874,0.186269,0.121798,0.307727,0.205576,0.154224,0.218063
42,0.0613329,-0.0686206,-0.101159,0.0579181,-0.160804,-0.194882,0.0572583,-0.0674371,-0.140608,0.035917,-0.140472,-0.198185,0.0330057,-0.0768911,-0.0933977,0.0525365,-0.130078,-0.186218,0.134599,0.0804988,0.278195,0.154175,0.100095,0.23422
43,-0.0539632,0.123523,-0.0618667,0.0271221,0.112433,0.241859,-0.0935072,0.0872989,0.0594692,0.0850339,0.0587862,0.152659,-0.0927922,0.0958621,0.0448582,0.0406417,0.0548282,0.114506,0.176899,0.119542,0.296759,0.23131,0.111023,0.194173
44,-0.192288,-0.831476,-0.173986,-0.26027,-0.0734696,-0.134703,-0.157913,-0.799801,-0.220639,-0.285334,-0.0718566,-0.0759612,-0.18716,-0.804209,-0.238377,-0.284071,-0.0502796,-0.135976,0.165247,0.118151,0.216141,0.15718,0.141582,0.246407
45,-0.126629,0.0134808,-0.198015,-0.0445679,-0.0866399,-0.0408669,-0.173002,-0.0125563,-0.0920579,-0.117283,0.0236044,0.0794698,-0.149723,0.0190999,-0.233961,-0.140772,0.0119713,-0.0377415,0.172668,0.104355,0.442653,0.201075,0.179313,0.288909
46,-0.782502,0.0664303,-0.33456,-0.190697,-0.28959,-0.0735637,-0.797328,0.0525065,-0.409089,-0.107734,-0.293632,0.021397,-0.828129,0.0440792,-0.393621,-0.188018,-0.244313,-0.0372239,0.172283,0.103107,0.362653,0.225329,0.174514,0.265219
47,-0.202376,-0.366317,0.0558469,-0.218569,-0.665854,0.27381,-0.143064,-0.326677,0.0732392,-0.293191,-0.641784,0.268388,-0.181642,-0.346958,0.137952,-0.342791,-0.598385,0.231375,0.148909,0.106002,0.368658,0.163009,0.122443,0.249895
48,0.165008,-0.0658726,0.0252835,0.108012,-0.279807,-0.129099,0.187242,-0.0496074,-0.076395,0.178649,-0.283417,-0.10212,0.164689,-0.0480549,-0.0340076,0.136585,-0.24291,-0.0641357,0.162806,0.0930132,0.287183,0.177818,0.0992234,0.151843
49,0.00926701,0.116999,0.292205,-0.0318972,-0.0689529,-0.0536658,-0.0122873,0.105679,0.347891,-0.104043,0.0178044,0.0184708,-0.0139025,0.128854,0.308635,-0.093264,-0.00468386,0.00158123,0.148903,0.0993263,0.393232,0.163514,0.166859,0.284353
50,-0.0144779,-0.297623,-0.177264,-0.25047,0.0400064,-0.110485,-0.0204303,-0.301309,-0.135713,-0.242602,0.00417391,-0.223699,-0.0819439,-0.334961,-0.0282842,-0.269643,0.0511118,-0.182413,0.155695,0.107235,0.387598,0.173742,0.0963737,0.169184
51,-0.287149,-0.065058,0.140231,-0.059044,0.397241,-0.411438,-0.244859,-0.0244697,0.0795754,-0.0648638,0.368647,-0.469472,-0.266009,-0.0377431,0.154463,-0.06721,0.389997,-0.434343,0.136534,0.0975351,0.27887,0.136472,0.0548072,0.103217
52,-0.0208819,-0.114531,-0.505328,2.09821e-5,-0.0743864,0.036614,-0.0363158,-0.132521,-0.513987,0.0473073,-0.0840849,0.0560007,-0.0792925,-0.144467,-0.531536,0.0816765,-0.0816029,0.0520212,0.156469,0.097463,0.255809,0.178655,0.154975,0.289434
53,0.154404,0.276059,0.147394,-0.139608,0.0662997,0.121559,0.0700051,0.221972,0.324303,-0.0615115,0.0855697,0.150215,0.0662186,0.224757,0.359159,-0.098429,0.105692,0.127355,0.17534,0.102901,0.376887,0.211946,0.113104,0.204261
54,-0.0903904,-0.566134,-0.70081,0.0367898,-0.0551797,0.287928,-0.187986,-0.620391,-0.591281,0.0594078,-0.159395,0.121738,-0.174078,-0.603864,-0.624139,-0.0109796,-0.120075,0.167843,0.152241,0.1013,0.297924,0.154644,0.14058,0.22075
55,-0.0198042,0.229906,-0.0545957,0.000399863,0.0360736,0.220337,0.000472036,0.252842,-0.158433,0.0039819,-0.0105667,0.163562,-0.0198831,0.246516,-0.152181,-0.0597337,0.0363606,0.192856,0.171071,0.0979856,0.41994,0.238131,0.0899501,0.124531
56,0.357554,-0.0108759,-0.329245,0.0375358,0.0513662,-0.168379,0.337301,-0.0250237,-0.279513,0.0389938,0.0221729,-0.214723,0.333365,-0.0168043,-0.359689,-0.0047102,0.0693871,-0.15331,0.150387,0.0821586,0.359311,0.136344,0.0835102,0.120888
57,-0.181251,0.12992,-0.466224,0.203783,0.0238644,0.0136877,-0.221589,0.102484,-0.426983,0.221648,0.0280485,0.0183169,-0.228606,0.104026,-0.448504,0.20657,-0.0196335,-0.0586914,0.134804,0.0844023,0.248657,0.197604,0.15176,0.205167
58,0.0188051,0.810405,0.196452,-0.11503,0.305984,-0.180013,0.0412398,0.827893,0.146803,-0.127445,0.325724,-0.147335,-0.00549167,0.806308,0.290798,-0.105775,0.325084,-0.15982,0.16066,0.0883523,0.424791,0.218894,0.115805,0.181513
59,-0.172629,-0.246905,-0.121275,-0.0653494,0.314208,-0.349523,-0.21892,-0.296922,-0.0944703,-0.036228,0.32574,-0.303306,-0.229322,-0.286463,-0.0710908,-0.062945,0.319866,-0.359871,0.173473,0.120729,0.270642,0.16073,0.061053,0.138605
60,-0.136089,-0.0380181,0.0974262,-0.192029,-0.11947,-0.184822,0.0400445,0.0960151,-0.423209,-0.252438,-0.124157,-0.14387,-0.104908,-0.00663917,0.207137,-0.409523,-0.104271,-0.244102,0.155696,0.0932015,0.625271,0.345264,0.0949591,0.190165
61,-0.546971,-0.143214,-0.2905,-0.185537,-0.183078,-0.0109546,-0.499084,-0.107179,-0.362063,-0.202728,-0.09736,0.118089,-0.506119,-0.103473,-0.338286,-0.260895,-0.100268,0.0920423,0.154109,0.109456,0.387123,0.212226,0.10956,0.165266
62,-0.0474676,0.734798,0.0679172,0.149267,0.274213,0.108203,-0.0233656,0.745168,0.101827,0.209835,0.256665,0.110798,-0.0519595,0.739814,0.0998759,0.168569,0.305584,0.149186,0.162658,0.0933679,0.365145,0.263901,0.124462,0.172533
63,-0.391426,-0.430187,-0.271583,0.0352273,0.35134,-0.238532,-0.402718,-0.445564,-0.254389,0.0505728,0.333065,-0.316248,-0.398935,-0.435269,-0.257488,-0.0103129,0.387528,-0.238601,0.136286,0.0966485,0.205902,0.126625,0.0966555,0.239969
64,-0.130029,-0.0647164,-0.0307404,-0.0925156,-0.00218452,-0.0518056,-0.133106,-0.0670188,0.0192229,-0.127679,0.0296448,-0.0520699,-0.136359,-0.0601549,-0.0340419,-0.0790523,0.00617779,-0.116564,0.148411,0.0914462,0.33469,0.172213,0.147988,0.26036
65,-0.0458837,-0.177914,0.326651,0.458768,-0.0719601,0.0525882,0.0202039,-0.134497,0.246771,0.429729,-0.106928,0.0146975,0.0200047,-0.119936,0.231681,0.406798,-0.0420648,0.0736299,0.155572,0.0964316,0.218942,0.136887,0.144817,0.23931
66,-0.233862,-0.025407,-0.412364,0.088013,0.0285886,-0.179729,-0.159891,0.0225896,-0.41951,0.0537685,0.00674341,-0.219849,-0.169033,0.0210062,-0.441757,0.0496207,0.00919328,-0.222204,0.153187,0.0894143,0.2904,0.182304,0.0947656,0.141396
67,-0.0787805,0.0155572,0.0554484,-0.0261405,0.0565249,-0.0110444,-0.0641872,0.0107131,0.187238,0.0129234,0.0257658,-0.0663595,-0.0721445,0.0322629,0.061059,-0.0561824,0.0703127,-0.0644908,0.192597,0.12983,0.406408,0.154516,0.139244,0.26286
68,0.587741,-0.251322,0.326262,0.115777,0.194383,0.160076,0.540977,-0.260562,0.286464,0.137616,0.150971,0.0933183,0.52709,-0.25859,0.354492,0.123393,0.171156,0.103705,0.206206,0.125124,0.317459,0.164415,0.0865751,0.156577
69,0.0870637,0.0243388,0.230332,0.0664001,0.284094,0.285177,0.0828574,0.0335039,0.241294,0.0235272,0.270878,0.259105,0.0748145,0.0310751,0.306108,0.00543057,0.23066,0.173788,0.15474,0.0946074,0.353425,0.165716,0.10476,0.170802
70,0.112245,0.340096,-0.337856,0.087239,0.0613302,0.10576,0.111818,0.332355,-0.281068,0.107801,0.0328262,0.0395212,0.0800022,0.32509,-0.340977,0.075476,0.0882972,0.08809,0.15931,0.0860464,0.332037,0.217127,0.15299,0.203661
71,-0.507569,0.341288,-0.226143,-0.0742592,-0.106793,0.177454,-0.552683,0.296972,-0.13283,0.103438,-0.167942,0.126696,-0.562936,0.306135,-0.150162,0.0112041,-0.122254,0.108666,0.143008,0.0907988,0.316791,0.179602,0.142144,0.233335
72,0.147096,-0.775679,-0.503991,-0.280956,0.247444,0.393835,0.0729393,-0.816766,-0.370872,-0.216731,0.137079,0.224689,0.0727938,-0.809083,-0.412006,-0.257467,0.169763,0.268448,0.133384,0.0840828,0.17139,0.0942414,0.0690649,0.097426
73,-0.0655513,0.0241087,0.198594,-0.261562,-0.206861,-0.150117,-0.0405277,0.043888,0.226463,-0.263096,-0.219732,-0.0597384,-0.0609998,0.0415027,0.23322,-0.303944,-0.150096,-0.114944,0.17136,0.109568,0.388822,0.191102,0.195127,0.266691
74,0.132329,-0.525441,0.16959,0.0197349,0.264272,0.466026,0.159428,-0.520806,0.204417,0.0484632,-0.0458227,0.025724,0.130232,-0.527265,0.246258,0.0454048,-0.0124805,0.0710596,0.15942,0.107424,0.214726,0.126504,0.121073,0.176467
75,0.00919768,0.188141,0.134371,-0.219138,-0.48405,0.358777,-0.0198554,0.191064,0.0721185,-0.220344,-0.457512,0.402859,-0.0460151,0.171554,0.145462,-0.156665,-0.439633,0.429113,0.160678,0.0986818,0.466443,0.178836,0.141937,0.19071
76,0.11146,-0.15414,0.0373328,-0.0876217,-0.340818,0.0406204,0.0333849,-0.204356,0.12228,-0.0774693,-0.279923,0.13587,0.034591,-0.181108,0.117038,-0.104918,-0.285844,0.0666282,0.180161,0.121338,0.358856,0.199962,0.147774,0.285586
77,0.294813,-0.119638,0.402504,-0.161612,0.538256,0.0334779,0.291587,-0.113899,0.358708,-0.175103,0.533653,0.0288475,0.316472,-0.0810529,0.336765,-0.176063,0.493725,-0.0425879,0.176213,0.113772,0.350109,0.1695,0.0960201,0.160501
78,0.00185368,0.156782,0.238712,-0.0261372,-0.111001,0.111389,0.0430472,0.176703,0.258076,-0.011196,-0.105588,0.11269,0.0157633,0.169063,0.290305,-0.0299901,-0.144555,0.0459989,0.16567,0.105863,0.341034,0.184478,0.138562,0.20727
79,0.253784,0.143244,0.164959,0.275145,0.460174,0.0741947,0.251529,0.142031,0.15778,0.333758,0.415917,0.0300701,0.271715,0.175723,0.0377269,0.257213,0.449461,0.0337229,0.149776,0.0894087,0.364784,0.216054,0.154265,0.221464
80,-0.436648,0.566431,-0.0851397,-0.00870863,0.032531,0.164816,-0.430023,0.566703,-0.0905026,-0.00184225,0.0116964,0.112963,-0.465282,0.555743,-0.104874,-0.0709575,0.0613704,0.114982,0.163014,0.0901218,0.424567,0.227083,0.135792,0.195621
81,0.244148,0.0586709,-0.0251513,0.0753711,-0.0466039,0.114419,0.227458,0.042134,0.0798362,0.00590266,0.0290319,0.132937,0.192943,0.0418211,0.0548608,0.030539,0.0261732,0.0922993,0.18768,0.117893,0.356495,0.194353,0.152277,0.280945
82,-0.0334684,0.0282222,0.000790933,-0.250978,0.027101,-0.208565,-0.0178498,0.0135405,0.149137,-0.223671,0.0226572,-0.217378,-0.0364139,0.0105104,0.203583,-0.272598,0.0290127,-0.241062,0.182545,0.121046,0.487746,0.197189,0.0647477,0.133832
83,0.0100209,-0.277294,-0.213501,-0.130028,0.0565307,0.578766,-0.0127353,-0.302761,-0.20407,-0.116254,0.118224,0.669309,-0.0506395,-0.317166,-0.103377,-0.137643,0.103209,0.56746,0.160297,0.112634,0.389158,0.182513,0.163865,0.189908
84,0.0810982,-0.0637012,0.42533,-0.0295182,0.0579257,-0.311852,0.201088,-0.00615431,0.263077,-0.0762968,0.0678088,-0.28452,0.125217,-0.0372054,0.380792,-0.0632065,0.049797,-0.33767,0.146146,0.0935261,0.389297,0.169138,0.0722843,0.14989
85,0.112401,0.428613,0.0778809,0.134276,-0.244193,0.0675748,0.143547,0.433666,0.110155,0.140528,-0.212364,0.114486,0.12218,0.426477,0.145051,0.107852,-0.245484,0.0416971,0.171328,0.0910159,0.374522,0.244215,0.14263,0.213001
86,0.29658,0.0546816,0.514013,0.352222,0.169225,0.124822,0.307405,0.0726279,0.517076,0.325824,0.173541,0.129213,0.296554,0.07033,0.513528,0.342214,0.162971,0.0567558,0.155761,0.0892487,0.284084,0.15862,0.124766,0.198881
87,-0.122428,0.299244,-0.0198608,-0.0383709,-0.565189,0.441513,-0.152758,0.274083,0.087348,-0.015268,-0.561128,0.413989,-0.127299,0.306679,0.0158939,-0.090404,-0.585678,0.352511,0.178713,0.104762,0.433756,0.189455,0.200432,0.322094
88,0.394134,0.250726,-0.0592359,0.087967,0.350421,0.111877,0.369077,0.222484,0.00344412,0.0233702,0.405528,0.173139,0.30366,0.200677,0.0625213,0.0210462,0.407352,0.13941,0.152375,0.0782559,0.320744,0.192261,0.0932732,0.156037
89,-0.299045,0.628584,-0.091404,-6.94317e-5,0.171117,0.119317,-0.277777,0.633742,-0.156499,0.0292169,0.184858,0.143884,-0.299552,0.628001,-0.148083,-0.0196485,0.127314,0.0235885,0.151614,0.0882162,0.39255,0.243992,0.151538,0.249139
90,0.0465237,-0.267334,0.116148,0.191204,-0.0504146,0.113057,0.0851802,-0.225275,0.0224235,0.240098,-0.115594,0.0640794,0.0404444,-0.25163,0.0818124,0.146011,-0.00842728,0.147551,0.157819,0.0879619,0.250058,0.148943,0.110224,0.220113
91,0.138043,0.319102,0.376922,-0.114424,0.0496128,-0.345454,0.121911,0.329124,0.253204,-0.107235,0.194313,-0.130278,0.122312,0.335215,0.364229,-0.130736,0.133545,-0.22282,0.188203,0.116568,0.507074,0.187633,0.127899,0.177935
92,0.0374444,0.4079,0.188046,0.0453032,-0.0105798,0.0124277,0.0450641,0.413188,0.230537,0.0146047,0.00225091,0.0222699,0.0185931,0.413716,0.209891,0.0228745,0.0270854,-0.00760642,0.164384,0.0925647,0.366903,0.237823,0.153597,0.237817
93,-0.0386016,0.23389,-0.0122724,-0.186578,0.14531,-0.151623,-0.0414581,0.203697,0.207301,-0.226417,0.16422,-0.152407,-0.0609144,0.201832,0.349355,-0.279613,0.164089,-0.175176,0.18817,0.112436,0.497657,0.182876,0.0913492,0.174152
94,0.303571,-0.276123,-0.0472077,-0.168606,-0.192011,-0.142983,0.24454,-0.323932,0.117909,-0.125387,-0.17637,-0.113536,0.223622,-0.322582,0.0933246,-0.170073,-0.142185,-0.111263,0.168854,0.0960732,0.31446,0.160773,0.109178,0.227018
95,0.629836,-0.588762,0.325452,-0.352795,-0.156476,-0.130252,0.599609,-0.595785,0.31471,-0.350384,-0.111137,-0.0630555,0.519878,-0.6388,0.437985,-0.292307,-0.171434,-0.16344,0.175424,0.0998297,0.315178,0.123074,0.121198,0.191345
96,-0.154175,0.352216,-0.265496,-0.106222,0.0165642,-0.0335611,-0.175639,0.346574,-0.208503,-0.116498,0.00925179,-0.0399128,-0.195599,0.347634,-0.360162,-0.0851896,0.0165957,-0.0771048,0.176054,0.102292,0.473198,0.207197,0.158368,0.275595
97,0.304315,-0.398743,-0.119874,0.254367,0.444281,-0.158804,0.382131,-0.344815,-0.158313,0.151361,0.466264,-0.184577,0.338829,-0.368139,-0.0956892,0.12373,0.500568,-0.190125,0.170509,0.102556,0.263441,0.192379,0.13071,0.231471
98,0.0910341,0.373832,0.226243,-0.0559388,-0.0535623,0.186149,0.032565,0.341095,0.327058,-0.071917,-0.0418171,0.171171,0.0325376,0.349789,0.36414,-0.103792,-0.0400429,0.142499,0.206214,0.110582,0.429476,0.223821,0.118255,0.189837
