id,eta_logka_SAEM,eta_logV1_SAEM,eta_logQ_SAEM,eta_logV2_SAEM,eta_logVm_SAEM,eta_logKm_SAEM,eta_logka_mean,eta_logV1_mean,eta_logQ_mean,eta_logV2_mean,eta_logVm_mean,eta_logKm_mean,eta_logka_mode,eta_logV1_mode,eta_logQ_mode,eta_logV2_mode,eta_logVm_mode,eta_logKm_mode,eta_logka_sd,eta_logV1_sd,eta_logQ_sd,eta_logV2_sd,eta_logVm_sd,eta_logKm_sd
12,0.338384,0.190552,0.390287,0.214257,-0.0202665,0.0538347,0.316535,0.189941,0.368546,0.228778,-0.00712042,0.0813352,0.27939,0.175196,0.428981,0.240027,0.00606391,0.0525965,0.179217,0.116363,0.346495,0.227605,0.15575,0.255582
13,-0.0284917,0.441493,0.0749428,0.0574923,0.053458,-0.0327797,-0.0522729,0.418402,0.112794,0.111698,0.0102775,-0.0719522,-0.0477883,0.438086,0.0844765,0.0878436,0.0280943,-0.08166,0.169244,0.101373,0.349091,0.244879,0.172459,0.21296
14,0.231756,-0.510469,-0.298512,0.239234,-0.0174588,-0.0651289,0.226781,-0.530494,-0.205043,0.206665,0.0266261,-0.0308872,0.211797,-0.526664,-0.23831,0.229569,0.0402989,-0.0251977,0.150761,0.0967141,0.213533,0.206995,0.148783,0.336067
15,-0.123126,-0.129464,0.0611679,0.387987,-0.0318212,0.149548,-0.19635,-0.182778,0.131459,0.414062,-0.0351993,0.153432,-0.194427,-0.171653,0.134829,0.41472,-0.0101575,0.151158,0.174283,0.122657,0.226935,0.211168,0.179578,0.250179
16,-0.110022,0.255147,0.0947927,-0.186803,-0.0403682,0.0696527,-0.109669,0.267654,-0.0452376,-0.147398,-0.0609626,0.0736271,-0.124999,0.272841,-0.0813297,-0.164953,-0.0402432,0.0435167,0.169065,0.105166,0.482403,0.24862,0.171394,0.370128
17,-0.321165,-0.268943,0.0130114,-0.184943,-0.151501,-0.175427,-0.309099,-0.266145,0.0296396,-0.235828,-0.0755509,-0.0621194,-0.336672,-0.273733,0.0767886,-0.260902,-0.0414097,-0.0686416,0.167984,0.10981,0.299885,0.212884,0.156365,0.305251
18,-0.163769,0.254687,0.094419,0.182678,0.121818,-0.127798,-0.161826,0.247704,0.058354,0.189858,0.0699676,-0.175387,-0.178306,0.258981,0.0519647,0.176834,0.0701074,-0.202627,0.182587,0.119688,0.317805,0.24555,0.174224,0.209132
19,-0.166688,-0.73545,-0.00294611,-0.343456,-0.324124,0.398964,-0.102975,-0.683801,-0.0507764,-0.390212,-0.298264,0.432799,-0.124393,-0.693013,-0.011565,-0.357732,-0.294882,0.435001,0.167115,0.109439,0.277308,0.167865,0.157456,0.405505
20,0.000781127,-0.283536,0.166283,-0.0949579,-0.131721,0.221806,0.0146647,-0.271693,0.160658,-0.120109,-0.104341,0.258884,0.0147286,-0.261843,0.166358,-0.13984,-0.0875148,0.231888,0.164439,0.118701,0.316607,0.210245,0.174207,0.246743
21,0.0402589,-0.0228535,0.0530476,0.318594,0.389797,-1.04971,0.0390334,-0.0307388,-0.0716805,0.234008,0.497737,-0.856705,0.0253406,-0.0262255,-0.00169308,0.270028,0.449111,-0.955287,0.177347,0.120256,0.234556,0.137688,0.124365,0.183406
22,-0.00665987,0.319147,-0.23779,0.0172642,0.02609,0.00822653,-0.00215885,0.326494,-0.136031,-0.0928876,-0.00563157,-0.0671315,-0.00338457,0.343535,-0.327636,-0.0722012,0.00393953,-0.0858336,0.15727,0.101659,0.522708,0.262952,0.157149,0.273319
23,0.0487058,-0.240841,-0.0206051,0.2762,0.254874,-0.377259,0.00913008,-0.243774,0.0150349,0.282217,0.15485,-0.504217,0.00907986,-0.243615,0.0663615,0.270399,0.185347,-0.486711,0.182045,0.117474,0.245271,0.159894,0.194107,0.246584
24,-0.14172,0.0312551,0.119112,-0.0892813,0.181621,-0.0932514,-0.123428,0.0522627,-0.0104516,-0.0347592,0.0876542,-0.247266,-0.166224,0.0330063,0.0969716,-0.0534979,0.138835,-0.260673,0.175577,0.114472,0.399597,0.246006,0.14514,0.342105
25,0.23506,0.0727924,-0.0068922,0.0124804,-0.180544,0.279905,0.160955,0.0365552,0.00567113,0.0813786,-0.104365,0.395824,0.136689,0.0284019,0.0546924,0.0950655,-0.0965052,0.357272,0.188281,0.110588,0.322446,0.239653,0.172533,0.219223
26,0.255976,-0.432431,-0.262943,-0.0869058,-0.0556114,0.0926882,0.270574,-0.426082,-0.289455,-0.0909959,-0.06579,0.0558684,0.278713,-0.398814,-0.385023,-0.0916522,-0.0516763,0.0613388,0.16974,0.115305,0.355728,0.214743,0.145881,0.368548
27,-0.053667,0.254614,0.192548,0.0791947,-0.150845,0.272896,-0.0354791,0.274868,0.151471,0.0383636,-0.117271,0.267143,-0.0346343,0.290426,0.131435,0.0243857,-0.104669,0.231759,0.166904,0.109586,0.382499,0.234153,0.168159,0.333586
28,-0.250462,-0.20595,-0.0535266,-0.21585,-0.0223543,-0.0279216,-0.195512,-0.147944,-0.249639,-0.159896,0.00807286,0.0425813,-0.223476,-0.157369,-0.128386,-0.253836,-0.0157894,-0.0393953,0.175622,0.122291,0.431059,0.245937,0.166776,0.194564
29,-0.293452,0.146916,0.17696,0.0971991,0.114341,-0.139173,-0.280626,0.162939,0.159908,0.0501968,0.0691591,-0.193103,-0.322495,0.15148,0.2367,0.0571799,0.0686747,-0.213251,0.157206,0.116573,0.367285,0.208153,0.163194,0.190384
30,-0.177916,0.269329,0.0741728,0.169418,-0.0728792,0.201225,-0.202398,0.250776,0.105432,0.174069,-0.0799107,0.179033,-0.206267,0.261945,0.0930578,0.199219,-0.0453214,0.190831,0.172332,0.103169,0.33821,0.236204,0.172895,0.27288
31,-0.361505,0.247925,-0.00633666,0.149938,-0.0260579,0.286529,-0.38279,0.216229,0.0532675,0.177879,-0.0587486,0.218676,-0.385425,0.233007,0.0308787,0.164683,-0.0497097,0.194372,0.169198,0.106254,0.316282,0.225645,0.160509,0.24466
32,-0.278113,-0.144912,0.0299046,-0.148717,0.168937,-0.490778,-0.317474,-0.18434,0.133506,-0.114717,0.125529,-0.548211,-0.342141,-0.184418,0.17565,-0.119546,0.155595,-0.519362,0.178023,0.12457,0.319869,0.186433,0.139003,0.199401
33,-0.201259,-0.00848132,-0.020999,-0.0403584,-0.0557043,0.298374,-0.208414,-0.00145226,-0.13543,-0.0523488,-0.0743015,0.290213,-0.204136,0.0283475,-0.244145,-0.0872337,-0.0746898,0.24897,0.17687,0.118077,0.394659,0.240427,0.167174,0.208194
34,0.424604,0.416491,-0.0663614,-0.150942,-0.0613648,0.271925,0.356617,0.388592,0.0512539,-0.125848,-0.0896236,0.243207,0.326443,0.38069,0.0958077,-0.170503,-0.0690744,0.201654,0.184801,0.116385,0.524413,0.263222,0.180304,0.260539
35,0.489404,-0.093692,0.186325,0.246605,-0.0186655,-0.169779,0.475228,-0.102605,0.156561,0.179553,0.0618612,-0.0621565,0.464147,-0.101817,0.160116,0.185294,0.0586972,-0.0969778,0.175555,0.118237,0.296946,0.217247,0.159666,0.214651
36,0.147135,0.0855446,-0.701037,-0.0475204,0.0374778,-0.448204,0.0822744,0.0420288,-0.532018,-0.0459742,0.0662154,-0.388134,0.0888121,0.0701703,-0.715036,-0.131812,0.0577209,-0.433618,0.181099,0.113721,0.454126,0.290738,0.155315,0.201285
37,-0.0997535,-0.364014,-0.401178,-0.027546,-0.110358,-0.0129144,-0.157397,-0.407176,-0.325771,-0.0418402,-0.0588804,0.0594372,-0.161995,-0.399836,-0.327454,-0.085106,-0.0391561,0.0338641,0.170737,0.11691,0.298504,0.220948,0.169812,0.284689
38,-0.442438,0.381011,-0.364313,0.253052,0.164243,-0.248707,-0.454405,0.388183,-0.415083,0.214055,0.146563,-0.26836,-0.462421,0.398041,-0.42952,0.179781,0.139126,-0.33364,0.168373,0.106701,0.285809,0.281895,0.153641,0.250975
39,0.21341,0.109805,-0.0624937,0.175977,-0.00694381,-0.175177,0.202443,0.0968621,-0.0178023,0.161017,0.0506882,-0.066818,0.194542,0.107812,-0.0738981,0.159753,0.0714042,-0.101597,0.183028,0.109271,0.33325,0.246216,0.143366,0.31012
40,0.0259643,-0.195178,-0.593695,-0.235856,0.0315505,-0.0891387,0.0104575,-0.222588,-0.446014,-0.200984,0.00595944,-0.0802006,0.0102109,-0.19092,-0.729898,-0.128785,-0.0143765,-0.081031,0.173321,0.120683,0.57217,0.278367,0.151663,0.377657
41,0.114994,-0.0477543,0.236445,0.112403,-0.159243,0.598709,0.0195673,-0.117201,0.368003,0.146449,-0.121705,0.608057,0.0196506,-0.0925339,0.368794,0.110891,-0.137291,0.536635,0.17204,0.1171,0.291413,0.213928,0.176129,0.218706
42,-0.083688,-0.15193,-0.136018,0.0649473,0.0227681,0.154336,-0.0454481,-0.126923,-0.179627,-0.00998763,0.00875895,0.0982314,-0.0427212,-0.111956,-0.16101,-0.0449431,-0.0114772,-0.00442248,0.183538,0.115412,0.351384,0.246287,0.167293,0.294475
43,-0.0636613,0.0912778,0.0766187,0.0860608,0.0286149,0.113605,-0.00986079,0.119409,0.0880143,0.0633571,-0.00808599,0.0496766,-0.0333219,0.120637,0.0719908,0.0400261,-0.000986522,0.0231441,0.169894,0.107159,0.344776,0.230894,0.17799,0.246567
44,-0.100186,-0.75261,-0.251718,-0.0977376,-0.100836,0.162525,-0.0622848,-0.712334,-0.294119,-0.094968,-0.132082,0.139001,-0.0853099,-0.716005,-0.282045,-0.107875,-0.0979425,0.126405,0.172323,0.112739,0.23444,0.177612,0.159115,0.405989
45,-0.196546,-0.0408191,-0.165616,-0.0854644,-0.0393472,-0.0288042,-0.185906,-0.0337373,-0.161735,-0.108807,-0.0314162,0.00728552,-0.177332,-0.0155366,-0.217144,-0.141991,-0.00428203,-0.0304403,0.191828,0.120342,0.426204,0.242104,0.145014,0.332019
46,-0.809395,0.0578096,-0.36901,-0.14082,-0.0446608,0.302091,-0.817569,0.0708188,-0.458685,-0.139487,-0.101003,0.236722,-0.853125,0.0535475,-0.424508,-0.185692,-0.0956333,0.152016,0.154961,0.104303,0.368777,0.284233,0.166553,0.297209
47,-0.114488,-0.25496,-0.0682929,-0.194454,-0.319324,0.612575,-0.131692,-0.25068,-0.0770501,-0.264597,-0.212886,0.693923,-0.139038,-0.241316,-0.0618551,-0.291528,-0.20311,0.649327,0.17717,0.114316,0.383908,0.211329,0.162457,0.236392
48,0.114364,-0.108642,0.0451372,-0.0743705,-0.0741597,0.065347,0.120688,-0.107916,0.0474557,-0.0327519,-0.0294609,0.12752,0.106286,-0.0999732,0.0653417,-0.0665576,-0.0292671,0.0896896,0.17551,0.119868,0.34776,0.239701,0.1645,0.197157
49,-0.0462587,0.12145,0.347169,-0.0352945,-0.00897413,0.00944812,-0.00306799,0.154868,0.207718,-0.0465759,-0.0249657,0.0215066,-0.0329976,0.155177,0.237817,-0.0451456,-0.00399983,-0.00453983,0.169788,0.11025,0.422032,0.223115,0.16126,0.363046
50,-0.110634,-0.357282,-0.142136,-0.252577,0.00969447,-0.0998595,-0.0999025,-0.36546,-0.134576,-0.319681,0.0239644,-0.109526,-0.139023,-0.38171,0.020248,-0.361358,0.0123187,-0.210644,0.179617,0.121601,0.414529,0.224771,0.13514,0.264057
51,-0.176851,0.0361124,0.00786935,0.00296642,0.150034,-0.820145,-0.162876,0.0330586,-0.0402002,-0.0317389,0.24688,-0.653967,-0.152469,0.0599526,-0.0267728,-0.0572445,0.229776,-0.703037,0.189386,0.136282,0.340027,0.191201,0.172741,0.250627
52,0.0283272,-0.112551,-0.695948,-0.131844,-0.0684185,0.212136,-0.0352351,-0.155876,-0.550298,-0.0836246,-0.0944757,0.165993,-0.0810709,-0.166924,-0.582051,-0.0519859,-0.0875683,0.128547,0.166992,0.0999931,0.330557,0.238841,0.155152,0.363796
53,0.0679912,0.21495,0.32816,-0.188343,-0.0577489,-0.0363734,0.0405502,0.207078,0.312184,-0.147189,-0.0492374,0.00854342,0.0107824,0.198198,0.379504,-0.163944,-0.0179871,-0.0179054,0.179052,0.116678,0.432612,0.229991,0.139519,0.254517
54,-0.190194,-0.694861,-0.454538,-0.0740627,-0.0117059,0.227028,-0.184501,-0.673043,-0.478511,-0.0280189,-0.0731553,0.1709,-0.231326,-0.693924,-0.41405,-0.096092,-0.0611637,0.13987,0.162258,0.112933,0.269277,0.201159,0.162942,0.202379
55,0.023846,0.242768,0.0358303,0.101225,-0.0877558,0.132161,0.097365,0.300381,-0.179414,0.0435126,-0.0650562,0.167148,0.0790519,0.305484,-0.237442,0.0284499,-0.0451463,0.148192,0.168838,0.0976407,0.379603,0.269221,0.159036,0.210331
56,0.242186,-0.0635301,-0.153652,-0.00444094,0.0379546,-0.239604,0.234807,-0.0527497,-0.170396,0.0385682,-0.00736441,-0.291863,0.248879,-0.0348293,-0.234444,-0.0301454,0.0574863,-0.241542,0.165772,0.104957,0.337243,0.211458,0.158964,0.196404
57,-0.231667,0.0659359,-0.417586,0.0326527,0.0780901,0.0194376,-0.233298,0.0576922,-0.299212,-0.00387401,0.00250649,-0.0598978,-0.197945,0.0986693,-0.456743,-0.0239763,0.00458134,-0.0896431,0.184047,0.12525,0.402771,0.260029,0.167861,0.218884
58,0.0607616,0.845488,0.0611706,0.00668995,0.200947,-0.27843,0.0306207,0.829168,0.132278,0.0113108,0.122676,-0.365241,-0.00183763,0.823364,0.19462,-0.0256752,0.122143,-0.408691,0.182922,0.103205,0.432071,0.280589,0.179711,0.245626
59,-0.137078,-0.217368,-0.0555917,-0.0898237,0.23255,-0.491426,-0.128343,-0.215789,-0.0693962,-0.0685341,0.218977,-0.516164,-0.149662,-0.216125,-0.0100477,-0.0857474,0.208932,-0.560763,0.163699,0.114034,0.310195,0.198132,0.154042,0.28078
60,-0.195076,-0.0932989,0.0331725,-0.36149,-0.0343117,-0.0513563,-0.179912,-0.0698649,-0.0383531,-0.431311,-0.0234471,-0.0314344,-0.262632,-0.131958,0.35614,-0.562903,-0.0426869,-0.148767,0.178547,0.132027,0.699267,0.333945,0.154823,0.216096
61,-0.301244,0.0444793,-0.623684,-0.0293057,-0.102881,0.182906,-0.389857,-0.0108213,-0.473106,-0.146287,-0.113782,0.121365,-0.380383,0.0176633,-0.673874,-0.0807853,-0.0736204,0.173988,0.181524,0.121395,0.436937,0.289269,0.187482,0.236117
62,-0.0963139,0.757501,0.138822,0.092954,0.094893,-0.116989,-0.0538226,0.762997,0.10915,0.146032,0.054904,-0.133893,-0.0609534,0.776612,0.100929,0.135022,0.0746437,-0.160026,0.169766,0.102566,0.437983,0.288841,0.172187,0.28196
63,-0.238494,-0.340743,-0.308521,0.203377,0.132665,-0.572771,-0.280497,-0.360523,-0.292168,0.169232,0.214028,-0.41183,-0.301535,-0.36829,-0.259052,0.107565,0.252535,-0.41318,0.166224,0.112244,0.241527,0.202038,0.121016,0.299621
64,-0.17357,-0.103578,0.0113417,0.0618194,-0.0331407,0.0545973,-0.0797812,-0.0444487,-0.161491,0.0309784,-0.0227888,0.103047,-0.116013,-0.0498642,-0.153018,0.0543246,-0.0230534,0.056192,0.165532,0.101564,0.345556,0.222903,0.149256,0.355649
65,-0.00160187,-0.17061,0.322249,0.441703,-0.0564634,0.28713,0.0111461,-0.167932,0.302277,0.426994,-0.0646741,0.240058,0.0111323,-0.153618,0.323685,0.464074,-0.0608803,0.202778,0.177529,0.120205,0.24913,0.218871,0.15553,0.340337
66,-0.212944,0.00604863,-0.224681,-0.0641731,0.101925,-0.189381,-0.174653,0.0227459,-0.227751,-0.0468273,0.0433096,-0.249719,-0.176481,0.0406995,-0.268962,-0.0697297,0.0540101,-0.261088,0.195046,0.128148,0.342962,0.228318,0.160516,0.194373
67,-0.0483387,0.0129545,0.082791,-0.0353058,0.0568048,0.054729,-0.0212043,0.0406096,0.0363628,0.0083816,0.0107275,0.0782359,-0.0340406,0.044648,0.0595835,-0.0407595,0.0215245,-0.0388372,0.181644,0.119865,0.412666,0.217552,0.150258,0.344147
68,0.324232,-0.372409,0.259589,0.178777,0.156283,0.0417409,0.37205,-0.339747,0.248831,0.206887,0.0392562,-0.0966352,0.327336,-0.347472,0.299604,0.209665,0.0610025,-0.103105,0.192246,0.131312,0.259102,0.18482,0.150943,0.214276
69,0.135778,0.0782061,0.126173,-0.105795,-0.0164033,-0.0718199,0.0386002,0.0102617,0.227118,-0.0786229,-0.00669748,-0.0621747,0.0385918,0.01914,0.290916,-0.125192,0.0148407,-0.0809825,0.186385,0.11919,0.402927,0.207703,0.164926,0.222619
70,-0.0248146,0.231223,-0.105728,0.0264445,0.020511,0.0285748,0.0278272,0.268028,-0.176452,0.0358178,-0.0115632,-0.0136245,0.0138981,0.276142,-0.271587,0.0498503,0.00642731,-0.0189616,0.163549,0.0983412,0.3894,0.259356,0.16915,0.288864
71,-0.456145,0.366506,-0.125728,0.0626093,-0.147392,0.122522,-0.485109,0.347002,-0.103799,0.0107024,-0.0635601,0.208951,-0.511599,0.33934,-0.101472,0.0334517,-0.0572202,0.169397,0.161402,0.108743,0.359843,0.25835,0.162823,0.257769
72,0.200453,-0.798734,-0.288517,-0.0288368,-0.019423,0.0573628,0.199695,-0.799949,-0.267869,0.00839809,0.0166058,0.106501,0.199637,-0.783169,-0.241274,-0.029943,-0.0196283,0.0306375,0.17207,0.124113,0.259122,0.164897,0.130019,0.169575
73,0.0782369,0.124461,0.0990026,-0.166883,-0.0469667,0.171482,0.0717811,0.133229,0.0228883,-0.145113,-0.0759999,0.140647,0.0428958,0.130584,0.0525349,-0.163174,-0.0510767,0.0611504,0.171034,0.115137,0.43654,0.223997,0.164483,0.328003
74,0.191259,-0.500368,0.250453,0.138939,0.0710315,0.144597,0.141608,-0.529531,0.334877,0.17871,-0.0325585,0.011027,0.153989,-0.515618,0.359211,0.153861,0.00622783,0.0270356,0.174409,0.127659,0.22633,0.168655,0.179885,0.219084
75,-0.00542046,0.222837,0.0585998,-0.139879,-0.283052,0.484343,-0.0107874,0.215028,0.0662469,-0.10164,-0.177562,0.604541,-0.0116161,0.215837,0.0742661,-0.101392,-0.162753,0.566324,0.160563,0.0972666,0.357359,0.227119,0.161526,0.239208
76,0.0742836,-0.171395,-0.095909,-0.026589,-0.177906,0.319555,-0.00148784,-0.229149,0.105474,-0.0552327,-0.103594,0.342212,-0.00211451,-0.203641,0.0427251,-0.071438,-0.109662,0.279254,0.179966,0.117101,0.343509,0.212542,0.172488,0.290937
77,0.504961,0.0423777,0.203709,-0.12701,0.143951,-0.532922,0.356054,-0.061733,0.453168,-0.0110318,0.146646,-0.525596,0.381663,-0.0339639,0.425362,-0.0378138,0.171134,-0.509119,0.173629,0.124829,0.353123,0.187763,0.118413,0.174065
78,0.0800806,0.209285,0.346244,-0.0231309,-0.117011,0.0528423,0.110318,0.240544,0.263015,0.0183686,-0.0562432,0.131771,0.0914314,0.240682,0.292177,0.00991811,-0.0296108,0.120304,0.195112,0.113719,0.373188,0.24579,0.172006,0.207504
79,0.185693,0.0950801,0.230246,0.257917,0.173054,-0.410672,0.198446,0.0911539,0.202663,0.295653,0.218216,-0.287389,0.193609,0.104535,0.146608,0.256107,0.233095,-0.324733,0.16893,0.112185,0.363821,0.201508,0.134527,0.300005
80,-0.383127,0.620827,-0.117554,0.0211164,-0.0895176,0.00398579,-0.415004,0.591718,-0.0289443,-0.00581161,-0.00617735,0.0497497,-0.442319,0.589999,-0.0558577,-0.0202097,-0.000840901,-0.00749734,0.161869,0.100807,0.41391,0.271515,0.170972,0.255684
81,0.257651,0.0840087,0.0535744,-0.0723275,-0.0829466,0.0529399,0.22206,0.037774,0.14521,-0.0741847,-0.0480646,0.0460185,0.224049,0.0478769,0.147548,-0.0741461,-0.0265409,0.0384091,0.185193,0.115501,0.3903,0.208388,0.138725,0.346421
82,0.0949908,0.0649023,0.0648281,-0.16029,0.134918,-0.0726856,0.0934934,0.0655868,0.035677,-0.172683,0.00540341,-0.241324,0.0382109,0.0345479,0.250544,-0.259181,0.0439591,-0.242294,0.183043,0.12037,0.510331,0.257475,0.126141,0.187
83,-0.113918,-0.393063,-0.0246027,-0.148154,-0.123702,0.33854,-0.0651091,-0.358883,-0.0961304,-0.162133,-0.151327,0.29717,-0.0940312,-0.368218,-0.0643341,-0.170716,-0.124795,0.276801,0.17056,0.110874,0.339577,0.202539,0.15478,0.286403
84,0.0686237,-0.0563518,0.317042,-0.0202602,0.140118,-0.24629,0.0992821,-0.0438457,0.324714,-0.0476857,0.101027,-0.289455,0.101509,-0.0230213,0.332045,-0.0682071,0.0974124,-0.320661,0.19396,0.120412,0.372224,0.192428,0.169126,0.232963
85,0.0265377,0.385779,0.0351213,0.0265807,-0.0780845,0.134523,-0.0276235,0.353174,0.167751,0.0237086,-0.0243906,0.190146,-0.0287019,0.360598,0.183099,0.0208793,-0.0347449,0.141245,0.179115,0.105763,0.387367,0.247433,0.169129,0.210735
86,0.232354,-0.00237932,0.553246,0.289849,0.0497451,-0.00103278,0.237967,0.0358802,0.527609,0.261428,0.0372828,-0.019327,0.243488,0.0458402,0.549065,0.259776,0.0578716,-0.0485846,0.17832,0.127161,0.36694,0.205897,0.142431,0.30159
87,-0.0201493,0.364357,0.0325464,-0.183319,-0.119222,0.724327,-0.0509247,0.328423,0.111129,-0.127543,-0.165384,0.667576,-0.0529504,0.344063,0.10649,-0.189247,-0.158663,0.601693,0.180665,0.118717,0.44364,0.236451,0.196593,0.266065
88,0.249257,0.179911,0.0504449,0.121038,0.0787744,-0.283595,0.281477,0.194407,0.0513814,0.14964,0.122554,-0.207134,0.256926,0.19086,0.0562522,0.13468,0.122192,-0.249429,0.165541,0.0967317,0.329464,0.224163,0.137011,0.240877
89,-0.255557,0.645522,-0.142832,0.00344488,-0.0373047,-0.128972,-0.239506,0.650791,-0.153379,-0.043123,-0.0055254,-0.0779146,-0.276026,0.640788,-0.18505,-0.0444909,0.0170492,-0.101071,0.164452,0.0966815,0.434691,0.270998,0.17015,0.252666
90,0.0245952,-0.241379,0.0627927,0.225028,0.00654101,0.216369,0.0183946,-0.232949,0.0750815,0.221949,-0.056376,0.137168,0.0184758,-0.23297,0.092265,0.229202,-0.0240025,0.13715,0.17518,0.110918,0.254044,0.206288,0.160918,0.262946
91,0.0160899,0.244374,0.315252,0.0111433,0.0666435,-0.461535,0.0796635,0.298658,0.156896,-0.0360565,0.0631036,-0.451883,0.0431149,0.288094,0.187087,-0.0482239,0.115526,-0.410391,0.173596,0.107339,0.430838,0.202329,0.158145,0.19145
92,0.043084,0.394958,0.253396,0.100535,-0.0784907,0.0412422,0.0613488,0.404131,0.221528,0.0347368,-0.0344118,0.0520054,0.0323839,0.402797,0.25326,0.0310048,-0.00540291,0.0165755,0.161952,0.0992671,0.390243,0.24455,0.146772,0.288394
93,0.0311808,0.236319,0.0939078,-0.198972,0.00489571,-0.450329,-0.057465,0.177876,0.184907,-0.13383,0.0591313,-0.35472,-0.0481677,0.19768,0.204976,-0.215611,0.0763961,-0.364732,0.192581,0.130134,0.465162,0.215879,0.175986,0.256158
94,0.295318,-0.302707,-0.141245,-0.191612,-0.0421671,0.191567,0.225119,-0.355839,0.0569822,-0.189961,-0.0464788,0.127019,0.20623,-0.357316,0.110126,-0.235454,-0.0513846,0.0526216,0.179491,0.119372,0.374529,0.210577,0.165181,0.315778
95,0.509872,-0.633686,0.340734,-0.46233,-0.0876373,-0.0995147,0.476195,-0.661287,0.394752,-0.46732,0.0326916,0.0647021,0.423684,-0.677086,0.456187,-0.428323,-0.0253386,-0.0218007,0.188377,0.130608,0.354294,0.16697,0.175585,0.217114
96,-0.231182,0.307961,-0.0363697,-0.173051,0.105732,-0.10819,-0.214138,0.316925,-0.140813,-0.143716,0.053702,-0.184335,-0.230899,0.329419,-0.287763,-0.116845,0.0667428,-0.186534,0.181245,0.116835,0.515228,0.267721,0.151774,0.356839
97,0.365333,-0.372611,-0.133735,0.130276,0.29517,-0.490194,0.366024,-0.367648,-0.0605143,0.09216,0.328314,-0.483073,0.336813,-0.374513,-0.0239037,0.0825998,0.332493,-0.539128,0.190506,0.11763,0.278291,0.197342,0.119741,0.286261
