id,eta_logka_SAEM,eta_logV_SAEM,eta_logCl_SAEM,eta_logka_mean,eta_logV_mean,eta_logCl_mean,eta_logka_mode,eta_logV_mode,eta_logCl_mode,eta_logka_sd,eta_logV_sd,eta_logCl_sd
16,-0.164136,-0.00284347,-0.152056,-0.109044,0.0356186,-0.137483,-0.141898,0.0339425,-0.127221,0.159399,0.0648519,0.0455995
17,-0.2294,-0.24919,-0.20061,-0.222768,-0.246665,-0.201825,-0.253084,-0.250965,-0.195649,0.137073,0.0691499,0.0456366
18,-0.326789,-0.084774,-0.154862,-0.274878,-0.0602342,-0.135559,-0.325131,-0.069763,-0.135742,0.159906,0.0782798,0.0505645
19,0.0315387,0.00341232,0.0399724,0.0417052,0.00672927,0.0418106,0.0144061,0.0036691,0.0473372,0.133471,0.065535,0.0488859
20,0.064359,-0.00688856,-0.100288,0.0177705,-0.0333991,-0.107049,0.0174902,-0.0305391,-0.0981388,0.148642,0.0764546,0.0478655
21,-0.443551,0.171942,0.136345,-0.464749,0.137187,0.115185,-0.470685,0.151855,0.132231,0.13151,0.0719881,0.0505826
22,-0.0773972,0.369219,-0.0338146,-0.0514295,0.371625,-0.0414982,-0.0756287,0.367263,-0.0342753,0.136864,0.0632473,0.050239
23,0.0554366,-0.152911,-0.278742,0.0700541,-0.132486,-0.262374,0.0534064,-0.128573,-0.255943,0.151044,0.067688,0.0511644
24,-0.52466,0.172465,-0.594508,-0.478153,0.195999,-0.578403,-0.499712,0.18984,-0.561936,0.133624,0.0688928,0.0605862
25,-0.267075,0.322966,-0.03762,-0.295411,0.326932,-0.0375527,-0.313282,0.326377,-0.0275324,0.14816,0.0760668,0.050777
26,0.219,0.0571912,0.347519,0.171224,0.0358204,0.33154,0.173609,0.0462916,0.34488,0.142877,0.0606519,0.0448852
27,-0.0170044,0.163025,0.173894,-0.0111211,0.170483,0.17463,-0.0317571,0.172644,0.18467,0.152181,0.0765118,0.0532054
28,-0.0195535,0.584025,0.243546,-0.0292798,0.587136,0.240991,-0.0354704,0.590971,0.253568,0.149435,0.0731,0.0482996
29,0.371231,-0.375862,0.0963092,0.400131,-0.370596,0.10156,0.355424,-0.3827,0.0969799,0.159264,0.0645634,0.0498046
30,-0.120656,0.252702,0.0299858,-0.0784587,0.274999,0.0386647,-0.113231,0.261357,0.0402985,0.127122,0.0630836,0.0499156
31,-0.0526954,0.250805,-0.271559,0.0024395,0.27971,-0.265026,-0.0109614,0.288103,-0.24631,0.163152,0.0750423,0.0525528
32,0.279984,-0.221722,-0.254211,0.214801,-0.246048,-0.267255,0.176314,-0.255708,-0.266028,0.147928,0.06413,0.0466835
33,0.503773,-0.382755,0.170565,0.503138,-0.412549,0.142939,0.483495,-0.396983,0.158877,0.153441,0.0595698,0.0474364
34,0.176982,0.126333,-0.321253,0.178943,0.123419,-0.32012,0.161672,0.117079,-0.315232,0.152462,0.0666793,0.0470983
35,0.553397,-0.275623,-0.301161,0.544078,-0.265328,-0.295069,0.536635,-0.258232,-0.283854,0.152333,0.0528999,0.0448862
36,0.731897,0.0510514,0.162864,0.693687,0.0367691,0.155082,0.673824,0.0395712,0.161321,0.162062,0.0691416,0.0511854
37,-0.508314,-0.419795,0.249269,-0.515311,-0.416218,0.252278,-0.504382,-0.395382,0.271063,0.124885,0.0695337,0.0533534
38,-0.160557,0.1144,-0.0863139,-0.136948,0.120683,-0.086898,-0.168933,0.113406,-0.0807985,0.155294,0.0758962,0.0524449
39,-0.342612,0.347108,-0.255355,-0.265158,0.360849,-0.259798,-0.287635,0.362266,-0.244293,0.159304,0.0761131,0.0552619
40,-0.0726659,0.216417,0.0200033,-0.128089,0.211223,0.0155515,-0.16131,0.202992,0.0205896,0.144649,0.0678606,0.046377
41,-0.0629494,0.0671241,0.34456,-0.0144846,0.0707842,0.350939,-0.0606698,0.0572239,0.344835,0.137084,0.0534135,0.039869
42,0.262927,0.254088,0.0826625,0.207378,0.224955,0.0595866,0.186327,0.227023,0.0668711,0.156824,0.0596719,0.0450696
43,0.110343,-0.126313,0.065502,0.0992925,-0.136222,0.0570914,0.0736952,-0.14284,0.0582924,0.141185,0.0665448,0.0545921
44,-0.0825146,-0.324561,-0.282995,-0.102004,-0.313228,-0.273594,-0.126594,-0.319464,-0.272036,0.137483,0.0648134,0.0447747
45,0.159274,0.0937818,0.163436,0.0828831,0.0483637,0.137487,0.0831237,0.0661923,0.156529,0.168829,0.0797418,0.057342
46,-0.0246186,-0.0453137,0.115763,0.0262496,-0.0194598,0.135608,0.0262804,-0.0164162,0.141518,0.145772,0.0625237,0.0472093
47,-0.0200421,-0.0722489,0.432733,-0.0062437,-0.0505403,0.449151,-0.0618582,-0.0776268,0.431098,0.142714,0.0636195,0.0486238
48,0.23416,-0.172193,0.451129,0.274046,-0.164208,0.454357,0.244855,-0.175423,0.44978,0.139523,0.0728316,0.0571053
49,0.293428,-0.0390984,0.329356,0.309403,-0.0318275,0.33379,0.28779,-0.0268637,0.341679,0.141106,0.0551572,0.0435144
50,-0.462638,0.012061,0.193678,-0.466671,0.0186213,0.202355,-0.489378,0.0113352,0.203131,0.129642,0.0629632,0.0431717
51,0.251649,0.0879077,-0.268359,0.234259,0.0691891,-0.286186,0.231029,0.0758023,-0.267255,0.147436,0.0706207,0.0450209
52,-0.179028,0.0270755,0.240096,-0.16487,0.0483299,0.258742,-0.178418,0.0445847,0.261218,0.145492,0.0651267,0.0493506
53,-0.165858,0.0724792,-0.118077,-0.155272,0.0759805,-0.110246,-0.180025,0.0746422,-0.105523,0.142317,0.0724963,0.0500074
54,0.0957998,0.671489,0.00232283,0.091631,0.672658,-0.00306478,0.0696533,0.669089,0.00723972,0.151699,0.0716257,0.0574956
55,0.54446,-0.0596843,-0.131975,0.533169,-0.0565832,-0.127366,0.516175,-0.0536688,-0.119061,0.163939,0.0689691,0.0462284
56,0.334942,-0.168176,0.233988,0.324768,-0.170577,0.228241,0.302579,-0.166969,0.235943,0.148843,0.0588113,0.0464633
57,-0.144759,0.14297,-0.284487,-0.127813,0.153903,-0.289493,-0.137739,0.154737,-0.278294,0.136431,0.0615637,0.046736
58,0.247894,-0.489241,-0.332128,0.229123,-0.50179,-0.34307,0.227924,-0.490346,-0.331601,0.148291,0.0695504,0.0532642
59,-0.415359,-0.438606,0.377429,-0.410966,-0.40779,0.403819,-0.443537,-0.425944,0.39118,0.117113,0.0629284,0.0512459
60,0.0590741,0.0700185,0.109271,0.0816659,0.0665405,0.104746,0.0589037,0.0635972,0.106469,0.144904,0.063962,0.0467958
61,0.243972,0.0177102,0.305993,0.252576,0.0199548,0.3083,0.214606,0.0108822,0.305492,0.149451,0.0610254,0.0476281
62,-0.233112,-0.224806,0.162117,-0.202926,-0.20443,0.17724,-0.235307,-0.205311,0.181702,0.120274,0.063073,0.0471805
63,0.0862339,-0.087142,-0.186061,0.0943412,-0.0867826,-0.189017,0.0730919,-0.0927222,-0.186317,0.134763,0.0625317,0.0416016
64,0.31561,0.294774,0.132348,0.275143,0.273742,0.126133,0.248033,0.273802,0.134841,0.154648,0.0642448,0.0449138
65,0.147701,0.295004,0.132599,0.163107,0.305386,0.138702,0.119585,0.296796,0.137074,0.156627,0.0647744,0.0486934
66,0.102352,0.151484,-0.221701,0.0931465,0.138023,-0.238661,0.0775195,0.142667,-0.222944,0.147704,0.0700808,0.0521598
67,-0.289496,-0.201364,-0.00568822,-0.344537,-0.224035,-0.0196125,-0.373617,-0.237966,-0.0229072,0.135126,0.0574899,0.043393
68,0.213981,-0.0784067,0.0639495,0.209077,-0.0953494,0.0561224,0.178533,-0.100124,0.056699,0.143859,0.0686595,0.0508518
69,-0.337792,0.0374792,-0.0344781,-0.383584,0.013831,-0.0491899,-0.391427,0.0119076,-0.0444076,0.129523,0.0666083,0.047871
70,-0.0695204,-0.274395,-0.171297,-0.0419628,-0.262385,-0.163535,-0.0765749,-0.264329,-0.15947,0.152632,0.0657019,0.0488516
71,-0.614935,-0.00418137,0.540225,-0.633097,-0.0239885,0.521946,-0.659849,-0.0306178,0.5216,0.123028,0.0750135,0.056182
72,-0.242222,0.000473569,-0.0425177,-0.188984,0.0439277,-0.0155124,-0.235567,0.0256145,-0.0192801,0.153354,0.0699818,0.0472333
73,0.12938,0.0835481,0.212176,0.132699,0.0771079,0.21062,0.12343,0.0832007,0.218836,0.171279,0.0790467,0.0592109
74,-0.278711,-0.180627,-0.442865,-0.267177,-0.176481,-0.431215,-0.282082,-0.177382,-0.42855,0.138807,0.062955,0.0462704
75,0.0950215,0.122817,-0.384144,0.141836,0.134897,-0.371999,0.0970457,0.126502,-0.365183,0.166751,0.0761374,0.0505165
76,-0.052529,-0.275422,0.314152,-0.101996,-0.300239,0.296758,-0.0965988,-0.293849,0.303365,0.142982,0.07284,0.0592443
77,0.402711,-0.228632,-0.274931,0.39933,-0.225791,-0.276709,0.367,-0.2334,-0.275328,0.156329,0.0638269,0.0465758
78,-0.527513,0.097226,-0.374064,-0.520171,0.0847489,-0.382972,-0.563602,0.0768271,-0.375655,0.126335,0.0605312,0.0450082
79,0.439643,0.141886,-0.0424289,0.443074,0.15494,-0.0397569,0.433203,0.149961,-0.0339582,0.147634,0.0645106,0.0455886
80,6.73321e-5,0.146376,-0.39737,-0.0263002,0.126169,-0.39501,-0.0604396,0.124453,-0.382827,0.150656,0.0730685,0.0518384
81,0.199392,-0.00127534,-0.326489,0.24619,0.0231266,-0.314851,0.222336,0.029068,-0.299685,0.180492,0.0753674,0.0533248
82,0.145259,0.218482,-0.26818,0.148064,0.220749,-0.259765,0.125569,0.216485,-0.262162,0.145738,0.0644967,0.0497568
83,0.155221,0.212644,0.071094,0.19974,0.232044,0.0870711,0.151903,0.226122,0.0883679,0.154821,0.0634077,0.0463235
84,0.0479846,0.287959,-0.247378,0.0293566,0.272139,-0.253091,0.000403938,0.268805,-0.243875,0.142296,0.0702359,0.054314
85,0.227973,-0.180667,0.25322,0.280071,-0.17507,0.254289,0.244633,-0.180294,0.254845,0.14069,0.060819,0.0468135
86,-0.157516,-0.327942,-0.0713371,-0.123613,-0.313318,-0.0613476,-0.133461,-0.301693,-0.0478583,0.155318,0.0749873,0.0572567
87,-0.477394,-0.38075,-0.19716,-0.504152,-0.388328,-0.20322,-0.515831,-0.385835,-0.197281,0.135623,0.0702377,0.0511129
88,0.385517,0.214865,-0.171471,0.396236,0.230865,-0.152352,0.362188,0.219998,-0.152864,0.143859,0.0580712,0.047552
89,0.243362,0.507653,0.04927,0.193485,0.486517,0.0384067,0.191871,0.49099,0.0502649,0.142966,0.0725671,0.0541381
90,-0.117004,0.245431,0.418586,-0.106913,0.250771,0.423441,-0.129482,0.24568,0.422699,0.139116,0.069463,0.0513207
91,0.576428,-0.13019,0.112835,0.587044,-0.115519,0.128915,0.576944,-0.111495,0.133828,0.142439,0.0609451,0.0469894
92,-0.147323,-0.350077,0.197694,-0.150096,-0.330938,0.212265,-0.198233,-0.351949,0.203155,0.139256,0.065508,0.0498273
93,-0.192055,-0.0174272,0.0432332,-0.16577,-0.0167721,0.0424797,-0.176421,-0.0116001,0.052092,0.127424,0.0667501,0.0503525
94,-0.221386,0.868481,0.127633,-0.212744,0.863355,0.111934,-0.248433,0.859622,0.136008,0.164617,0.0853056,0.063593
95,0.493556,-0.139124,-0.391401,0.458869,-0.147208,-0.399039,0.436594,-0.149113,-0.390676,0.157253,0.066496,0.0507857
96,-0.167276,0.197969,-0.152149,-0.159473,0.200121,-0.156216,-0.185247,0.197461,-0.149112,0.147686,0.0637399,0.0492171
97,0.122735,0.0802751,-0.165284,0.108485,0.0918364,-0.156146,0.100974,0.0940645,-0.14592,0.146862,0.0705308,0.048404
98,0.172253,0.179755,0.44257,0.126719,0.154396,0.425805,0.148603,0.183969,0.451857,0.159058,0.0788594,0.0586759
99,-0.228841,-0.375466,0.146101,-0.210016,-0.356566,0.162349,-0.245091,-0.370645,0.154731,0.121852,0.0644348,0.0502289
100,-0.157232,-0.37965,0.0608484,-0.163788,-0.376039,0.0673095,-0.183905,-0.379979,0.0671329,0.13393,0.0603022,0.0474972
101,-0.266338,0.123356,0.0768781,-0.308304,0.110949,0.0720975,-0.325054,0.111924,0.0785579,0.129233,0.0651841,0.0450329
102,-0.0881032,0.295994,-0.144153,-0.107215,0.280615,-0.153957,-0.12286,0.288948,-0.143547,0.148898,0.0707643,0.0513629
103,0.856897,-0.397868,-0.0571516,0.790095,-0.434969,-0.0861467,0.770739,-0.425055,-0.0755816,0.15624,0.0529431,0.0409358
104,-0.0564403,-0.0652394,-0.453242,-0.00624567,-0.0473301,-0.443039,-0.024374,-0.0490033,-0.437191,0.152432,0.0699139,0.0481397
105,-0.45296,-0.425647,0.262441,-0.427491,-0.406227,0.274794,-0.432986,-0.396653,0.287521,0.1223,0.0642915,0.050229
106,-0.342517,-0.00445061,-0.144365,-0.390016,-0.0162795,-0.153544,-0.384241,-0.0118407,-0.143607,0.137877,0.0683831,0.0479379
107,-0.0363751,0.165534,-0.370676,-0.0294969,0.157361,-0.367064,-0.0680144,0.154185,-0.3598,0.169693,0.0759193,0.0529292
108,-0.0343176,0.36043,0.208985,-0.000559875,0.382927,0.228679,-0.0243039,0.384737,0.23633,0.147102,0.0719252,0.053154
109,0.116027,-0.483642,0.28828,0.139609,-0.479135,0.295068,0.114778,-0.476849,0.300419,0.138156,0.0593544,0.0456101
110,0.147137,-0.225571,-0.0743103,0.12727,-0.253114,-0.0923166,0.104473,-0.240383,-0.0772511,0.136957,0.0616721,0.0450656
111,0.218106,0.0933942,-0.549023,0.181663,0.0607313,-0.5597,0.164753,0.0640051,-0.545717,0.147115,0.0613057,0.051601
112,-0.625508,0.00471469,0.133449,-0.644819,-0.00817329,0.124198,-0.662491,-0.00797477,0.131518,0.134557,0.0748165,0.0540751
113,0.067623,-0.0632358,0.198544,0.0450847,-0.0797813,0.187575,0.0281188,-0.0740812,0.195844,0.160319,0.0763967,0.0571052
114,-0.362633,0.332564,-0.0441428,-0.334463,0.337284,-0.0368781,-0.380704,0.320754,-0.0375963,0.127582,0.0699204,0.0462565
115,-0.572961,-0.38408,-0.149152,-0.516133,-0.353104,-0.127262,-0.550772,-0.361689,-0.124712,0.130596,0.0694113,0.0484596
116,0.0269063,-0.356058,-0.417232,0.0181094,-0.343482,-0.404124,0.00853989,-0.345129,-0.403125,0.138548,0.0651346,0.0495519
117,0.237305,-0.112464,-0.069221,0.234627,-0.11742,-0.0726409,0.206315,-0.121587,-0.0679544,0.155996,0.0695644,0.0466331
118,0.532808,0.105287,-0.0477736,0.525667,0.0861565,-0.0539117,0.500057,0.0875856,-0.044824,0.151398,0.0656158,0.046159
119,-0.0363782,-0.215577,0.177794,-0.0490755,-0.212354,0.182153,-0.0750161,-0.216395,0.181307,0.143127,0.0584416,0.0463227
120,-0.31042,-0.196721,0.243155,-0.273331,-0.164073,0.267355,-0.317443,-0.184501,0.256784,0.122743,0.0600954,0.044485
